"step","AIC","Deviance","Resid.Dev","Resid.Df","Correlation","Slope","Res.St.Error","PRESS","scope","response"
"",335.50545787524,NA,326.716559565895,79,NA,NA,NA,NA,"","CODcens"
"+ Sag281_299",297.13999393651,42.7599130934025,283.956646472493,78,0.802189120758669,0.404610747697887,1.41394111571206,1176057266.30953," + Sag281_299","CODcens"
"+ log(A473)",249.428088123613,52.1063549675694,231.850291504923,77,0.808265318891605,0.688688236140951,1.03159512536894,2192632387.44137," + Sag281_299 + log(A473)","CODcens"
"+ log(Sag239_248)",243.803356337216,10.0191809410699,221.831110563854,76,0.898570592264302,0.724413395442967,0.976003775917387,652251902.271945," + Sag281_299 + log(A473) + log(Sag239_248)","CODcens"
"+ Sag473_491",241.955626762194,6.24217872969416,215.588931834159,75,0.903759280502515,0.746951206725187,0.945269931484376,597689721.286841," + Sag281_299 + log(A473) + log(Sag239_248) + Sag473_491","CODcens"
"+ log(Sag281_299)",240.50645092316,5.84362499370627,209.745306840453,74,0.862115369699632,0.763148022479873,0.917838438896564,446733813.388005," + Sag281_299 + log(A473) + log(Sag239_248) + Sag473_491 + log(Sag281_299)","CODcens"
"+ log(Sag263_281)",235.036453554617,9.86444652321575,199.880860317237,73,0.848877258175248,0.789510042403369,0.869432976138282,378234964.401599," + Sag281_299 + log(A473) + log(Sag239_248) + Sag473_491 + log(Sag281_299) + log(Sag263_281)","CODcens"
"+ Resids490",232.46988546231,6.96101724697959,192.919843070258,72,0.795096264131786,0.805620640806016,0.838550520820933,591398518.243055," + Sag281_299 + log(A473) + log(Sag239_248) + Sag473_491 + log(Sag281_299) + log(Sag263_281) + Resids490","CODcens"
"+ Sag239_248",231.061320393559,5.80301422342336,187.116828846834,71,0.797137201084048,0.820247386432095,0.814643355605094,544455024.483601," + Sag281_299 + log(A473) + log(Sag239_248) + Sag473_491 + log(Sag281_299) + log(Sag263_281) + Resids490 + Sag239_248","CODcens"
"+ Sag248_263",228.268230966046,7.1875385821856,179.929290264649,70,0.926036449875443,0.834255565172013,0.784758491145895,213296575.634449," + Sag281_299 + log(A473) + log(Sag239_248) + Sag473_491 + log(Sag281_299) + log(Sag263_281) + Resids490 + Sag239_248 + Sag248_263","CODcens"
