RECORD_NO	AGENCY_CD	SITE_NO	MEDIUM_CD	SAMPLE_START_DT	SAMPLE_END_DT	SAMP_TYPE_CD	PARM_CD	METH_CD	RESULT_VA	REMARK_CD	DQI_CD	NULL_VAL_QUAL_CD
99700219	USGS	040871475	WS	06-NOV-96 18:25:00		9	00310		17.4		A	
99700219	USGS	040871475	WS	06-NOV-96 18:25:00		9	91075		6.4	<	A	
99700219	USGS	040871475	WS	06-NOV-96 18:25:00		9	91080		4	<	A	
99700220	USGS	040871475	WS	24-NOV-96 06:10:00		9	00310		284		A	
99700220	USGS	040871475	WS	24-NOV-96 06:10:00		9	00335		420		A	
99700220	USGS	040871475	WS	24-NOV-96 06:10:00		9	91075		6.4	<	A	
99700220	USGS	040871475	WS	24-NOV-96 06:10:00		9	91080		61		A	
99700221	USGS	040871475	WS	24-NOV-96 10:10:00		9	00310		422	>	A	
99700221	USGS	040871475	WS	24-NOV-96 10:10:00		9	00335		490		A	
99700221	USGS	040871475	WS	24-NOV-96 10:10:00		9	91075		10	<	A	
99700221	USGS	040871475	WS	24-NOV-96 10:10:00		9	91080		110		A	
99700223	USGS	040871475	WS	24-NOV-96 19:10:00		9	00310		422	>	A	
99700223	USGS	040871475	WS	24-NOV-96 19:10:00		9	91075		100		A	
99700223	USGS	040871475	WS	24-NOV-96 19:10:00		9	91080		2700		A	
99700224	USGS	040871475	WS	25-NOV-96 05:10:00		9	00310		232		A	
99700224	USGS	040871475	WS	25-NOV-96 05:10:00		9	00335		1800		A	
99700224	USGS	040871475	WS	25-NOV-96 05:10:00		9	91075		80		A	
99700224	USGS	040871475	WS	25-NOV-96 05:10:00		9	91080		900		A	
99700398	USGS	040871475	WS	25-NOV-96 13:00:00		9	91075		6.4	<	A	
99700398	USGS	040871475	WS	25-NOV-96 13:00:00		9	91080		4	<	A	
99700256	USGS	040871475	WS	05-DEC-96 14:30:00		9	00310		962		A	
99700256	USGS	040871475	WS	05-DEC-96 14:30:00		9	91075		41		A	
99700256	USGS	040871475	WS	05-DEC-96 14:30:00		9	91080		290		A	
99700293	USGS	040871475	WS	05-DEC-96 15:35:00		9	00310		741		A	
99700293	USGS	040871475	WS	05-DEC-96 15:35:00		9	91075		62		A	
99700293	USGS	040871475	WS	05-DEC-96 15:35:00		9	91080		680		A	
99700294	USGS	040871475	WS	05-DEC-96 16:35:00		9	00310		675		A	
99700294	USGS	040871475	WS	05-DEC-96 16:35:00		9	91075		58		A	
99700294	USGS	040871475	WS	05-DEC-96 16:35:00		9	91080		690		A	
99700295	USGS	040871475	WS	05-DEC-96 17:35:00		9	00310		1080		A	
99700295	USGS	040871475	WS	05-DEC-96 17:35:00		9	91075		57		A	
99700295	USGS	040871475	WS	05-DEC-96 17:35:00		9	91080		610		A	
99700296	USGS	040871475	WS	05-DEC-96 19:35:00		9	00310		1110	>	A	
99700296	USGS	040871475	WS	05-DEC-96 19:35:00		9	00335		34000		A	
99700296	USGS	040871475	WS	05-DEC-96 19:35:00		9	91075		280		A	
99700296	USGS	040871475	WS	05-DEC-96 19:35:00		9	91080		5900		A	
99700297	USGS	040871475	WS	05-DEC-96 21:35:00		9	00310		1092		A	
99700297	USGS	040871475	WS	05-DEC-96 21:35:00		9	91075		300		A	
99700297	USGS	040871475	WS	05-DEC-96 21:35:00		9	91080		4700		A	
99700298	USGS	040871475	WS	05-DEC-96 21:40:00		9	00310		982		A	
99700298	USGS	040871475	WS	05-DEC-96 21:40:00		9	00335		5100		A	
99700298	USGS	040871475	WS	05-DEC-96 21:40:00		9	91075		270		A	
99700298	USGS	040871475	WS	05-DEC-96 21:40:00		9	91080		3000		A	
99700299	USGS	040871475	WS	06-DEC-96 00:40:00		9	00310		948		A	
99700299	USGS	040871475	WS	06-DEC-96 00:40:00		9	91075		170		A	
99700299	USGS	040871475	WS	06-DEC-96 00:40:00		9	91080		1300		A	
99700255	USGS	040871475	WS	06-DEC-96 03:40:00		9	00310		872		A	
99700255	USGS	040871475	WS	06-DEC-96 03:40:00		9	91075		110		A	
99700255	USGS	040871475	WS	06-DEC-96 03:40:00		9	91080		770		A	
99700300	USGS	040871475	WS	06-DEC-96 17:05:00		9	00310		896		A	
99700300	USGS	040871475	WS	06-DEC-96 17:05:00		9	00335		1500		A	
99700300	USGS	040871475	WS	06-DEC-96 17:05:00		9	91075		69		A	
99700300	USGS	040871475	WS	06-DEC-96 17:05:00		9	91080		540		A	
99700549	USGS	040871475	WS	24-JAN-97 21:45:00		9	00310		519		A	
99700549	USGS	040871475	WS	24-JAN-97 21:45:00		9	91075		30		A	
99700549	USGS	040871475	WS	24-JAN-97 21:45:00		9	91080		430		A	
99700550	USGS	040871475	WS	24-JAN-97 23:15:00		9	00310		501		A	
99700550	USGS	040871475	WS	24-JAN-97 23:15:00		9	91075		50		A	
99700550	USGS	040871475	WS	24-JAN-97 23:15:00		9	91080		410		A	
99700551	USGS	040871475	WS	25-JAN-97 00:45:00		9	00310		535		A	
99700551	USGS	040871475	WS	25-JAN-97 00:45:00		9	91075		20		A	
99700551	USGS	040871475	WS	25-JAN-97 00:45:00		9	91080		380		A	
99700553	USGS	040871475	WS	25-JAN-97 02:45:00		9	00310		501		A	
99700553	USGS	040871475	WS	25-JAN-97 02:45:00		9	91075		40	<	A	
99700553	USGS	040871475	WS	25-JAN-97 02:45:00		9	91080		400		A	
99700554	USGS	040871475	WS	25-JAN-97 04:45:00		9	91075		54		A	
99700554	USGS	040871475	WS	25-JAN-97 04:45:00		9	91080		420		A	
99700555	USGS	040871475	WS	25-JAN-97 06:40:00		9	00310		2090	>	A	
99700555	USGS	040871475	WS	25-JAN-97 06:40:00		9	91075		380		A	
99700555	USGS	040871475	WS	25-JAN-97 06:40:00		9	91080		4500		A	
99700556	USGS	040871475	WS	25-JAN-97 06:45:00		9	00310		2090	>	A	
99700556	USGS	040871475	WS	25-JAN-97 06:45:00		9	91075		50	<	A	
99700556	USGS	040871475	WS	25-JAN-97 06:45:00		9	91080		5600		A	
99700557	USGS	040871475	WS	25-JAN-97 10:45:00		9	00310		2090	>	A	
99700557	USGS	040871475	WS	25-JAN-97 10:45:00		9	91075		410		A	
99700557	USGS	040871475	WS	25-JAN-97 10:45:00		9	91080		3200		A	
99700558	USGS	040871475	WS	25-JAN-97 12:45:00		9	00310		2090	>	A	
99700558	USGS	040871475	WS	25-JAN-97 12:45:00		9	91075		59		A	
99700558	USGS	040871475	WS	25-JAN-97 12:45:00		9	91080		3000		A	
99700559	USGS	040871475	WS	25-JAN-97 14:15:00		9	00310		2070		A	
99700559	USGS	040871475	WS	25-JAN-97 14:15:00		9	91075		65		A	
99700559	USGS	040871475	WS	25-JAN-97 14:15:00		9	91080		2500		A	
99700560	USGS	040871475	WS	25-JAN-97 15:45:00		9	00310		1620		A	
99700560	USGS	040871475	WS	25-JAN-97 15:45:00		9	91075		10		A	
99700560	USGS	040871475	WS	25-JAN-97 15:45:00		9	91080		1700		A	
99700561	USGS	040871475	WS	25-JAN-97 19:30:00		9	00310		1200		A	
99700561	USGS	040871475	WS	25-JAN-97 19:30:00		9	91075		83		A	
99700561	USGS	040871475	WS	25-JAN-97 19:30:00		9	91080		890		A	
99700562	USGS	040871475	WS	26-JAN-97 02:15:00		9	00310		2110	>	A	
99700562	USGS	040871475	WS	26-JAN-97 02:15:00		9	91075		20	<	A	
99700562	USGS	040871475	WS	26-JAN-97 02:15:00		9	91080		3700		A	
99701127	USGS	040871475	WS	14-FEB-97 14:25:00		9	91075		81		A	
99701127	USGS	040871475	WS	14-FEB-97 14:25:00		9	91080		960		A	
99702082	USGS	040871475	WS	25-MAR-97 04:05:00		9	00310		5790		A	
99702082	USGS	040871475	WS	25-MAR-97 04:05:00		9	00335		14000		A	
99702082	USGS	040871475	WS	25-MAR-97 04:05:00		9	91075		2000		A	
99702082	USGS	040871475	WS	25-MAR-97 04:05:00		9	91080		6100		A	
99701511	USGS	040871475	WS	11-APR-97 19:45:00		9	00310		284		A	
99701511	USGS	040871475	WS	11-APR-97 19:45:00		9	91075		10	<	A	
99701511	USGS	040871475	WS	11-APR-97 19:45:00		9	91080		73		A	
99701512	USGS	040871475	WS	11-APR-97 21:45:00		9	00310		234		A	
99701512	USGS	040871475	WS	11-APR-97 21:45:00		9	91075		49		A	
99701512	USGS	040871475	WS	11-APR-97 21:45:00		9	91080		120		A	
99701513	USGS	040871475	WS	11-APR-97 23:45:00		9	00310		5010		A	
99701513	USGS	040871475	WS	11-APR-97 23:45:00		9	91075		710		A	
99701513	USGS	040871475	WS	11-APR-97 23:45:00		9	91080		5100		A	
99701514	USGS	040871475	WS	12-APR-97 01:45:00		9	00310		2550		A	
99701514	USGS	040871475	WS	12-APR-97 01:45:00		9	91075		2900		A	
99701514	USGS	040871475	WS	12-APR-97 01:45:00		9	91080		5000		A	
99701515	USGS	040871475	WS	12-APR-97 04:05:00		9	00310		1890		A	
99701515	USGS	040871475	WS	12-APR-97 04:05:00		9	91075		600		A	
99701515	USGS	040871475	WS	12-APR-97 04:05:00		9	91080		1700		A	
99701516	USGS	040871475	WS	12-APR-97 06:30:00		9	00310		5600		A	
99701516	USGS	040871475	WS	12-APR-97 06:30:00		9	91075		1400		A	
99701516	USGS	040871475	WS	12-APR-97 06:30:00		9	91080		5800		A	
99701517	USGS	040871475	WS	12-APR-97 08:30:00		9	00310		1340		A	
99701517	USGS	040871475	WS	12-APR-97 08:30:00		9	91075		540		A	
99701517	USGS	040871475	WS	12-APR-97 08:30:00		9	91080		2000		A	
99701518	USGS	040871475	WS	12-APR-97 10:30:00		9	00310		784		A	
99701518	USGS	040871475	WS	12-APR-97 10:30:00		9	91075		230		A	
99701518	USGS	040871475	WS	12-APR-97 10:30:00		9	91080		560		A	
99702181	USGS	040871475	WS	12-APR-97 12:30:00		9	00310		890		A	
99702181	USGS	040871475	WS	12-APR-97 12:30:00		9	91075		200		A	
99702181	USGS	040871475	WS	12-APR-97 12:30:00		9	91080		700		A	
99702182	USGS	040871475	WS	12-APR-97 15:15:00		9	00310		632		A	
99702182	USGS	040871475	WS	12-APR-97 15:15:00		9	91075		250		A	
99702182	USGS	040871475	WS	12-APR-97 15:15:00		9	91080		450		A	
99702183	USGS	040871475	WS	12-APR-97 19:45:00		9	00310		658		A	
99702183	USGS	040871475	WS	12-APR-97 19:45:00		9	91075		10	<	A	
99702183	USGS	040871475	WS	12-APR-97 19:45:00		9	91080		35		A	
99701940	USGS	040871475	WS	28-APR-97 15:30:00		9	00310		318	E	A	
99701940	USGS	040871475	WS	28-APR-97 15:30:00		9	91075		10	<	A	
99701940	USGS	040871475	WS	28-APR-97 15:30:00		9	91080		110		A	
99800221	USGS	040871475	WS	16-OCT-97 15:40:00		9	00310		12	<	A	
99800221	USGS	040871475	WS	16-OCT-97 15:40:00		9	00335		36		A	
99800221	USGS	040871475	WS	16-OCT-97 15:40:00		9	91075		18	<	A	
99800221	USGS	040871475	WS	16-OCT-97 15:40:00		9	91080		18	<	A	
99800489	USGS	040871475	WS	10-DEC-97 12:35:00	11-DEC-97 02:55:59	9	00310		3970		A	
99800489	USGS	040871475	WS	10-DEC-97 12:35:00	11-DEC-97 02:55:59	9	00335		7300		A	
99800489	USGS	040871475	WS	10-DEC-97 12:35:00	11-DEC-97 02:55:59	9	91075		220		A	
99800489	USGS	040871475	WS	10-DEC-97 12:35:00	11-DEC-97 02:55:59	9	91080		3700		A	
99800511	USGS	040871475	WS	04-JAN-98 12:05:00	04-JAN-98 18:30:59	9	00310		300	<	A	
99800511	USGS	040871475	WS	04-JAN-98 12:05:00	04-JAN-98 18:30:59	9	00335		6600		A	
99800511	USGS	040871475	WS	04-JAN-98 12:05:00	04-JAN-98 18:30:59	9	91075		960		A	
99800511	USGS	040871475	WS	04-JAN-98 12:05:00	04-JAN-98 18:30:59	9	91080		3600		A	
99800571	USGS	040871475	WS	08-JAN-98 14:25:00	09-JAN-98 01:40:59	9	00310		1550		A	
99800571	USGS	040871475	WS	08-JAN-98 14:25:00	09-JAN-98 01:40:59	9	00335		2000		A	
99800571	USGS	040871475	WS	08-JAN-98 14:25:00	09-JAN-98 01:40:59	9	91075		140		A	
99800571	USGS	040871475	WS	08-JAN-98 14:25:00	09-JAN-98 01:40:59	9	91080		1000		A	
99800580	USGS	040871475	WS	20-JAN-98 20:56:00		9	00310		369		A	
99800580	USGS	040871475	WS	20-JAN-98 20:56:00		9	00335		630		A	
99800580	USGS	040871475	WS	20-JAN-98 20:56:00		9	91075		57		A	
99800580	USGS	040871475	WS	20-JAN-98 20:56:00		9	91080		220		A	
99801649	USGS	040871475	WS	03-MAR-98 12:10:00	03-MAR-98 15:55:59	9	00310		799		A	
99801649	USGS	040871475	WS	03-MAR-98 12:10:00	03-MAR-98 15:55:59	9	00335		1200		A	
99801649	USGS	040871475	WS	03-MAR-98 12:10:00	03-MAR-98 15:55:59	9	91075		120		A	
99801649	USGS	040871475	WS	03-MAR-98 12:10:00	03-MAR-98 15:55:59	9	91080		700		A	
99803399	USGS	040871475	WS	30-APR-98 18:32:00		9	00310		100		A	
99803399	USGS	040871475	WS	30-APR-98 18:32:00		9	00335		180		A	
99803399	USGS	040871475	WS	30-APR-98 18:32:00		9	91075		18	<	A	
99803399	USGS	040871475	WS	30-APR-98 18:32:00		9	91080		18		A	
99805669	USGS	040871475	WS	21-JUL-98 00:50:00	21-JUL-98 08:45:59	9	00310		15.7		A	
99805669	USGS	040871475	WS	21-JUL-98 00:50:00	21-JUL-98 08:45:59	9	00335		60		A	
99805669	USGS	040871475	WS	21-JUL-98 00:50:00	21-JUL-98 08:45:59	9	91075		18	<	A	
99805669	USGS	040871475	WS	21-JUL-98 00:50:00	21-JUL-98 08:45:59	9	91080		18	<	A	
99806375	USGS	040871475	WS	28-JUL-98 21:26:00		9	00310		39		A	
99806375	USGS	040871475	WS	28-JUL-98 21:26:00		9	00335		73		A	
99806375	USGS	040871475	WS	28-JUL-98 21:26:00		9	91075		18	<	A	
99806375	USGS	040871475	WS	28-JUL-98 21:26:00		9	91080		18	<	A	
99900814	USGS	040871475	WS	21-DEC-98 02:50:00	21-DEC-98 05:00:59	9	00310		600	<	A	
99900814	USGS	040871475	WS	21-DEC-98 02:50:00	21-DEC-98 05:00:59	9	00335		300		A	
99900814	USGS	040871475	WS	21-DEC-98 02:50:00	21-DEC-98 05:00:59	9	91075		18	<	A	
99900814	USGS	040871475	WS	21-DEC-98 02:50:00	21-DEC-98 05:00:59	9	91080		24		A	
99900955	USGS	040871475	WS	29-DEC-98 12:02:00	29-DEC-98 17:49:59	9	00310		60	<	A	
99900955	USGS	040871475	WS	29-DEC-98 12:02:00	29-DEC-98 17:49:59	9	00335		280		A	
99900955	USGS	040871475	WS	29-DEC-98 12:02:00	29-DEC-98 17:49:59	9	91075		18	<	A	
99900955	USGS	040871475	WS	29-DEC-98 12:02:00	29-DEC-98 17:49:59	9	91080		18	<	A	
99901034	USGS	040871475	WS	11-JAN-99 12:50:00	12-JAN-99 04:55:59	9	00310		72		A	
99901034	USGS	040871475	WS	11-JAN-99 12:50:00	12-JAN-99 04:55:59	9	00335		240		A	
99901034	USGS	040871475	WS	11-JAN-99 12:50:00	12-JAN-99 04:55:59	9	91075		18	<	A	
99901034	USGS	040871475	WS	11-JAN-99 12:50:00	12-JAN-99 04:55:59	9	91080		34		A	
99901035	USGS	040871475	WS	17-JAN-99 19:10:00	18-JAN-99 03:35:59	9	00310		1047	>	A	
99901035	USGS	040871475	WS	17-JAN-99 19:10:00	18-JAN-99 03:35:59	9	00335		4400		A	
99901035	USGS	040871475	WS	17-JAN-99 19:10:00	18-JAN-99 03:35:59	9	91075		130		A	
99901035	USGS	040871475	WS	17-JAN-99 19:10:00	18-JAN-99 03:35:59	9	91080		1400		A	
99901257	USGS	040871475	WS	08-FEB-99 19:38:00		9	00310		130		A	
99901257	USGS	040871475	WS	08-FEB-99 19:38:00		9	00335		310		A	
99901257	USGS	040871475	WS	08-FEB-99 19:38:00		9	91075		18	<	A	
99901257	USGS	040871475	WS	08-FEB-99 19:38:00		9	91080		69		A	
99903363	USGS	040871475	WS	13-MAR-99 21:05:00	14-MAR-99 02:25:59	9	00310		1962		A	
99903363	USGS	040871475	WS	13-MAR-99 21:05:00	14-MAR-99 02:25:59	9	00335		2400		A	
99903363	USGS	040871475	WS	13-MAR-99 21:05:00	14-MAR-99 02:25:59	9	91075		110		A	
99903363	USGS	040871475	WS	13-MAR-99 21:05:00	14-MAR-99 02:25:59	9	91080		780		A	
99902206	USGS	040871475	WS	15-MAR-99 20:40:00	17-MAR-99 02:45:59	9	00310		600	<	A	
99902206	USGS	040871475	WS	15-MAR-99 20:40:00	17-MAR-99 02:45:59	9	00335		870		A	
99902206	USGS	040871475	WS	15-MAR-99 20:40:00	17-MAR-99 02:45:59	9	91075		46		A	
99902206	USGS	040871475	WS	15-MAR-99 20:40:00	17-MAR-99 02:45:59	9	91080		350		A	
99902207	USGS	040871475	WS	24-MAR-99 15:58:00		9	00310		154		A	
99902207	USGS	040871475	WS	24-MAR-99 15:58:00		9	00335		230		A	
99902207	USGS	040871475	WS	24-MAR-99 15:58:00		9	91075		18	<	A	
99902207	USGS	040871475	WS	24-MAR-99 15:58:00		9	91080		36		A	
99903358	USGS	040871475	WS	31-MAR-99 16:36:00		9	00310		141		A	
99903358	USGS	040871475	WS	31-MAR-99 16:36:00		9	00335		220		A	
99903358	USGS	040871475	WS	31-MAR-99 16:36:00		9	91075		18	<	A	
99903358	USGS	040871475	WS	31-MAR-99 16:36:00		9	91080		18	<	A	
99903359	USGS	040871475	WS	14-APR-99 15:00:00		9	00310		80.1		A	
99903359	USGS	040871475	WS	14-APR-99 15:00:00		9	00335		190		A	
99903359	USGS	040871475	WS	14-APR-99 15:00:00		9	91075		18	<	A	
99903359	USGS	040871475	WS	14-APR-99 15:00:00		9	91080		18	<	A	
99904301	USGS	040871475	WS	11-MAY-99 16:30:00		9	00310		90.6		A	
99904301	USGS	040871475	WS	11-MAY-99 16:30:00		9	00335		140		A	
99904301	USGS	040871475	WS	11-MAY-99 16:30:00		9	91075		18	<	A	
99904301	USGS	040871475	WS	11-MAY-99 16:30:00		9	91080		18	<	A	
99904506	USGS	040871475	WS	09-JUN-99 13:18:00		9	00310		30		A	
99904506	USGS	040871475	WS	09-JUN-99 13:18:00		9	00335		59		A	
99904506	USGS	040871475	WS	09-JUN-99 13:18:00		9	91075		18	<	A	
99904506	USGS	040871475	WS	09-JUN-99 13:18:00		9	91080		18	<	A	
99907829	USGS	040871475	WS	08-SEP-99 18:30:00		9	00310		2	<	A	
99907829	USGS	040871475	WS	08-SEP-99 18:30:00		9	00335		22		A	
99907829	USGS	040871475	WS	08-SEP-99 18:30:00		9	91075		18	<	A	
99907829	USGS	040871475	WS	08-SEP-99 18:30:00		9	91080		18	<	A	
99907823	USGS	040871475	WS	27-SEP-99 10:15:00	27-SEP-99 15:05:59	9	00310		15.9		A	
99907823	USGS	040871475	WS	27-SEP-99 10:15:00	27-SEP-99 15:05:59	9	00335		32		A	
99907823	USGS	040871475	WS	27-SEP-99 10:15:00	27-SEP-99 15:05:59	9	91075		18	<	A	
99907823	USGS	040871475	WS	27-SEP-99 10:15:00	27-SEP-99 15:05:59	9	91080		18	<	A	
00002857	USGS	040871475	WS	23-DEC-99 16:00:00		9	91075		18	<	A	
00002857	USGS	040871475	WS	23-DEC-99 16:00:00		9	91080		18	<	A	
00001557	USGS	040871475	WS	03-JAN-00 21:45:00	04-JAN-00 17:10:59	9	00310		3920		A	
00001557	USGS	040871475	WS	03-JAN-00 21:45:00	04-JAN-00 17:10:59	9	00335		4200		A	
00001557	USGS	040871475	WS	03-JAN-00 21:45:00	04-JAN-00 17:10:59	9	91075		77		A	
00001557	USGS	040871475	WS	03-JAN-00 21:45:00	04-JAN-00 17:10:59	9	91080		3000		A	
00001624	USGS	040871475	WS	18-JAN-00 15:15:00		9	00310		200	<	A	
00001624	USGS	040871475	WS	18-JAN-00 15:15:00		9	00335		200		A	
00001624	USGS	040871475	WS	18-JAN-00 15:15:00		9	91075		18	<	A	
00001624	USGS	040871475	WS	18-JAN-00 15:15:00		9	91080		25		A	
00001631	USGS	040871475	WS	19-JAN-00 22:00:00	20-JAN-00 05:50:59	9	00310		572		A	
00001631	USGS	040871475	WS	19-JAN-00 22:00:00	20-JAN-00 05:50:59	9	00335		880		A	
00001631	USGS	040871475	WS	19-JAN-00 22:00:00	20-JAN-00 05:50:59	9	91075		18	<	A	
00001631	USGS	040871475	WS	19-JAN-00 22:00:00	20-JAN-00 05:50:59	9	91080		480		A	
00002277	USGS	040871475	WS	13-FEB-00 12:25:00	14-FEB-00 03:10:59	9	00310		3990		A	
00002277	USGS	040871475	WS	13-FEB-00 12:25:00	14-FEB-00 03:10:59	9	00335		8800		A	
00002277	USGS	040871475	WS	13-FEB-00 12:25:00	14-FEB-00 03:10:59	9	91075		590		A	
00002277	USGS	040871475	WS	13-FEB-00 12:25:00	14-FEB-00 03:10:59	9	91080		4200		A	
00002279	USGS	040871475	WS	22-FEB-00 17:25:00	24-FEB-00 20:00:59	9	00310		578		A	
00002279	USGS	040871475	WS	22-FEB-00 17:25:00	24-FEB-00 20:00:59	9	00335		660		A	
00002279	USGS	040871475	WS	22-FEB-00 17:25:00	24-FEB-00 20:00:59	9	91075		39		A	
00002279	USGS	040871475	WS	22-FEB-00 17:25:00	24-FEB-00 20:00:59	9	91080		340		A	
00002846	USGS	040871475	WS	25-FEB-00 01:25:00	27-FEB-00 20:00:59	9	00310		257		A	
00002846	USGS	040871475	WS	25-FEB-00 01:25:00	27-FEB-00 20:00:59	9	00335		430		A	
00002846	USGS	040871475	WS	25-FEB-00 01:25:00	27-FEB-00 20:00:59	9	91075		25		A	
00002846	USGS	040871475	WS	25-FEB-00 01:25:00	27-FEB-00 20:00:59	9	91080		170		A	
00002280	USGS	040871475	WS	06-MAR-00 18:00:00		9	00310		287		A	
00002280	USGS	040871475	WS	06-MAR-00 18:00:00		9	00335		460		A	
00002280	USGS	040871475	WS	06-MAR-00 18:00:00		9	91075		18	<	A	
00002280	USGS	040871475	WS	06-MAR-00 18:00:00		9	91080		200		A	
00002420	USGS	040871475	WS	07-APR-00 17:35:00	08-APR-00 08:40:59	9	00310		1610		A	
00002420	USGS	040871475	WS	07-APR-00 17:35:00	08-APR-00 08:40:59	9	00335		3100		A	
00002420	USGS	040871475	WS	07-APR-00 17:35:00	08-APR-00 08:40:59	9	91075		220		A	
00002420	USGS	040871475	WS	07-APR-00 17:35:00	08-APR-00 08:40:59	9	91080		1300		A	
00007646	USGS	040871475	WS	05-SEP-00 15:08:00		9	00310		3.1		A	
00007646	USGS	040871475	WS	05-SEP-00 15:08:00		9	00335		9	<	A	
00007646	USGS	040871475	WS	05-SEP-00 15:08:00		9	91075		18	<	A	
00007646	USGS	040871475	WS	05-SEP-00 15:08:00		9	91080		18	<	A	
00008266	USGS	040871475	WS	22-SEP-00 17:30:00	23-SEP-00 02:45:59	9	00335		17		A	
00008266	USGS	040871475	WS	22-SEP-00 17:30:00	23-SEP-00 02:45:59	9	91075		18	<	A	
00008266	USGS	040871475	WS	22-SEP-00 17:30:00	23-SEP-00 02:45:59	9	91080		18	<	A	
00100299	USGS	040871475	WS	11-DEC-00 13:20:00	12-DEC-00 03:35:59	9	00310		777		R	
00100299	USGS	040871475	WS	11-DEC-00 13:20:00	12-DEC-00 03:35:59	9	00335		1920		R	
00100299	USGS	040871475	WS	11-DEC-00 13:20:00	12-DEC-00 03:35:59	9	91075		59		R	
00100299	USGS	040871475	WS	11-DEC-00 13:20:00	12-DEC-00 03:35:59	9	91080		1000		R	
00100306	USGS	040871475	WS	16-DEC-00 12:20:00	16-DEC-00 16:55:59	9	00335		9980		R	
00100306	USGS	040871475	WS	16-DEC-00 12:20:00	16-DEC-00 16:55:59	9	91075		300		R	
00100306	USGS	040871475	WS	16-DEC-00 12:20:00	16-DEC-00 16:55:59	9	91080		6600		R	
00100320	USGS	040871475	WS	03-JAN-01 20:32:00		9	00310		2180		R	
00100320	USGS	040871475	WS	03-JAN-01 20:32:00		9	00335		4500		R	
00100320	USGS	040871475	WS	03-JAN-01 20:32:00		9	91075		150		R	
00100320	USGS	040871475	WS	03-JAN-01 20:32:00		9	91080		2200		R	
00100452	USGS	040871475	WS	14-JAN-01 12:40:00	14-JAN-01 22:35:59	9	00310		1081.5	>	R	
00100452	USGS	040871475	WS	14-JAN-01 12:40:00	14-JAN-01 22:35:59	9	00335		3064		R	
00100452	USGS	040871475	WS	14-JAN-01 12:40:00	14-JAN-01 22:35:59	9	91075		190		R	
00100452	USGS	040871475	WS	14-JAN-01 12:40:00	14-JAN-01 22:35:59	9	91080		1600		R	
00101781	USGS	040871475	WS	19-JAN-01 06:00:00		9	00335		4700		R	
00101055	USGS	040871475	WS	29-JAN-01 12:35:00	29-JAN-01 19:45:59	9	00310		1050	>	R	
00101055	USGS	040871475	WS	29-JAN-01 12:35:00	29-JAN-01 19:45:59	9	00335		10000		R	
00101055	USGS	040871475	WS	29-JAN-01 12:35:00	29-JAN-01 19:45:59	9	91075		280		R	
00101055	USGS	040871475	WS	29-JAN-01 12:35:00	29-JAN-01 19:45:59	9	91080		4400		R	
00101056	USGS	040871475	WS	24-FEB-01 12:15:00	24-FEB-01 18:40:59	9	00310		208	>	R	
00101056	USGS	040871475	WS	24-FEB-01 12:15:00	24-FEB-01 18:40:59	9	00335		5000		R	
00101056	USGS	040871475	WS	24-FEB-01 12:15:00	24-FEB-01 18:40:59	9	91075		190		R	
00101056	USGS	040871475	WS	24-FEB-01 12:15:00	24-FEB-01 18:40:59	9	91080		2100		R	
00101160	USGS	040871475	WS	20-MAR-01 15:50:00	25-MAR-01 08:30:59	9	00310		229.8		R	
00101160	USGS	040871475	WS	20-MAR-01 15:50:00	25-MAR-01 08:30:59	9	00335		380		R	
00101160	USGS	040871475	WS	20-MAR-01 15:50:00	25-MAR-01 08:30:59	9	91075		18	<	R	
00101160	USGS	040871475	WS	20-MAR-01 15:50:00	25-MAR-01 08:30:59	9	91080		46		R	
00101778	USGS	040871475	WS	03-APR-01 15:06:00		9	00310		200	<	R	
00101778	USGS	040871475	WS	03-APR-01 15:06:00		9	00335		290		R	
00101778	USGS	040871475	WS	03-APR-01 15:06:00		9	91075		18	<	R	
00101778	USGS	040871475	WS	03-APR-01 15:06:00		9	91080		26		R	
00101553	USGS	040871475	WS	18-APR-01 15:24:00		9	00310		9.7	>	R	
00101553	USGS	040871475	WS	18-APR-01 15:24:00		9	00335		260		R	
00101553	USGS	040871475	WS	18-APR-01 15:24:00		9	91075		18	<	R	
00101553	USGS	040871475	WS	18-APR-01 15:24:00		9	91080		34		R	
00101768	USGS	040871475	WS	02-MAY-01 19:15:00		9	00310		113		R	
00101768	USGS	040871475	WS	02-MAY-01 19:15:00		9	00335		120		R	
00101768	USGS	040871475	WS	02-MAY-01 19:15:00		9	91075		18	<	R	
00101768	USGS	040871475	WS	02-MAY-01 19:15:00		9	91080		18	<	R	
00106235	USGS	040871475	WS	17-MAY-01 15:20:00		9	00310		65.7		R	
00106235	USGS	040871475	WS	17-MAY-01 15:20:00		9	00335		140		R	
00105190	USGS	040871475	WS	31-MAY-01 14:30:00		9	00310		66.3	>	R	
00105190	USGS	040871475	WS	31-MAY-01 14:30:00		9	00335		150		R	
00103928	USGS	040871475	WS	28-JUN-01 18:34:00		9	00310		44.8		R	
00103928	USGS	040871475	WS	28-JUN-01 18:34:00		9	00335		96		R	
00103928	USGS	040871475	WS	28-JUN-01 18:34:00		9	91075		18	<	R	
00103928	USGS	040871475	WS	28-JUN-01 18:34:00		9	91080		18	<	R	
00105193	USGS	040871475	WS	08-AUG-01 17:00:00		9	00310		18.7	>	R	
