RECORD_NO	AGENCY_CD	SITE_NO	MEDIUM_CD	SAMPLE_START_DT	SAMPLE_END_DT	SAMP_TYPE_CD	PARM_CD	METH_CD	RESULT_VA	REMARK_CD	DQI_CD	NULL_VAL_QUAL_CD
01300718	USGS	040871475	WS	10-FEB-13 20:15:00	11-FEB-13 21:00:59	9	00335		677		S	
01300717	USGS	040871475	WS	11-FEB-13 23:40:00	13-FEB-13 12:10:59	9	00335		661		S	
01301032	USGS	040871475	WS	13-FEB-13 21:00:00	15-FEB-13 05:15:59	9	00335		580		S	
01301566	USGS	040871475	WS	15-FEB-13 13:05:00	18-FEB-13 21:50:59	9	00335		496		S	
01301030	USGS	040871475	WS	18-FEB-13 23:45:00	20-FEB-13 04:30:59	9	00335		148		S	
01301029	USGS	040871475	WS	20-FEB-13 11:30:00	24-FEB-13 01:15:59	9	00335		1510		S	
01301028	USGS	040871475	WS	24-FEB-13 10:55:00	26-FEB-13 20:25:59	9	00335		1050		S	
01301027	USGS	040871475	WS	26-FEB-13 22:25:00	27-FEB-13 18:15:59	9	00335		5670		S	
01301026	USGS	040871475	WS	27-FEB-13 19:35:00	01-MAR-13 15:50:59	9	00335		3750		S	
01301025	USGS	040871475	WS	02-MAR-13 01:05:00	05-MAR-13 14:20:59	9	00335		1990		S	
01301024	USGS	040871475	WS	05-MAR-13 14:55:00	06-MAR-13 07:00:59	9	00335		1360		S	
01301023	USGS	040871475	WS	06-MAR-13 09:05:00	09-MAR-13 19:10:59	9	00335		1460		S	
01301017	USGS	040871475	WS	09-MAR-13 15:40:00	11-MAR-13 12:15:59	9	00335		316		S	
01301017	USGS	040871475	WS	09-MAR-13 15:40:00	11-MAR-13 12:15:59	9	91075		20	<	S	
01301017	USGS	040871475	WS	09-MAR-13 15:40:00	11-MAR-13 12:15:59	9	91080		32		S	
01301022	USGS	040871475	WS	09-MAR-13 20:20:00	10-MAR-13 09:40:59	9	00335		980		S	
01301021	USGS	040871475	WS	10-MAR-13 11:10:00	11-MAR-13 15:30:59	9	00335		227		S	
01301263	USGS	040871475	WS	12-MAR-13 22:35:00	15-MAR-13 05:05:59	9	00335		365		S	
01301262	USGS	040871475	WS	15-MAR-13 12:05:00	18-MAR-13 14:30:59	9	00335		524		S	
01301261	USGS	040871475	WS	18-MAR-13 16:35:00	19-MAR-13 16:40:59	9	00335		1400		S	
01301260	USGS	040871475	WS	19-MAR-13 21:30:00	22-MAR-13 13:45:59	9	00335		685		S	
01301259	USGS	040871475	WS	22-MAR-13 20:15:00	25-MAR-13 05:10:59	9	00335		144		S	
01301258	USGS	040871475	WS	25-MAR-13 12:40:00	30-MAR-13 01:40:59	9	00335		125		S	
01301257	USGS	040871475	WS	30-MAR-13 13:00:00	02-APR-13 15:45:59	9	00335		132		S	
01301256	USGS	040871475	WS	02-APR-13 20:35:00	07-APR-13 03:10:59	9	00335		156		S	
01301255	USGS	040871475	WS	07-APR-13 11:30:00	09-APR-13 14:45:59	9	00335		121		S	
01301588	USGS	040871475	WS	09-APR-13 15:20:00	10-APR-13 17:15:59	9	00335		43.5		S	
01301587	USGS	040871475	WS	11-APR-13 02:40:00	14-APR-13 07:20:59	9	00335		51.4		S	
01301586	USGS	040871475	WS	14-APR-13 11:20:00	14-APR-13 21:05:59	9	00335		455		S	
01301279	USGS	040871475	WS	14-APR-13 11:45:00	14-APR-13 17:10:59	9	00310		242		S	
01301279	USGS	040871475	WS	14-APR-13 11:45:00	14-APR-13 17:10:59	9	00335		449		S	
01301279	USGS	040871475	WS	14-APR-13 11:45:00	14-APR-13 17:10:59	9	91075		20	<	S	
01301279	USGS	040871475	WS	14-APR-13 11:45:00	14-APR-13 17:10:59	9	91080		88		S	
01301812	USGS	040871475	WS	26-APR-13 02:55:00	06-MAY-13 11:45:59	9	00335		101		S	
01301811	USGS	040871475	WS	07-MAY-13 06:30:00	09-MAY-13 03:15:59	9	00335		130		S	
01301810	USGS	040871475	WS	09-MAY-13 08:50:00	11-MAY-13 14:00:59	9	00335		117		S	
01301809	USGS	040871475	WS	11-MAY-13 19:40:00	16-MAY-13 18:00:59	9	00335		84.2		S	
01301808	USGS	040871475	WS	17-MAY-13 08:30:00	24-MAY-13 11:50:59	9	00335		59.9		S	
01301807	USGS	040871475	WS	24-MAY-13 18:50:00	27-MAY-13 20:50:59	9	00335		81.3		S	
												
"1,388 row"	s selected											
