#  RDB file created by NWIS qwflatout program on nwiswi at 06/02/2014 15:45:21
#
# AGNCY  Agency code
# BDATE  Begin date
# BTIME  Begin time
# EDATE  End date
# ETIME  End time
# MEDIM  Medium code
# PCODE  Parameter code
# REMRK  Remark code
# SAMPL  Record number
# SCMFL  Field sample comment
# STAID  Station number
# STYPE  Sample type code
# VALUE  Parameter value
# RPLEV  Reporting level
#
AGNCY	BDATE	BTIME	EDATE	ETIME	MEDIM	PCODE	REMRK	SAMPL	SCMFL	STAID	STYPE	VALUE	RPLEV
10S	10S	10S	10D	10S	10S	10S	10S	10S	50S	20S	10S	10N	10S
USGS	20060121	0121	20060121	0352	WS	00939		00600467	CG-S51	040871476	9	104	
USGS	20060121	0121	20060121	0352	WS	61944		00600467	CG-S51	040871476	9	140	
USGS	20060121	0121	20060121	0352	WS	63120		00600467	CG-S51	040871476	9	210	
USGS	20060121	0121	20060121	0352	WS	65239	<	00600467	CG-S51	040871476	9	12.5	
USGS	20060121	0121	20060121	0352	WS	65240	<	00600467	CG-S51	040871476	9	25.0	
USGS	20060121	0121	20060121	0352	WS	71846		00600467	CG-S51	040871476	9	3.01	
USGS	20060121	0121	20060121	0352	WS	82398		00600467	CG-S51	040871476	9	50	
USGS	20060121	0121	20060121	0352	WS	90095		00600467	CG-S51	040871476	9	33400	
USGS	20060121	0121	20060121	0352	WS	91075	<	00600467	CG-S51	040871476	9	18.0	
USGS	20060121	0121	20060121	0352	WS	91080		00600467	CG-S51	040871476	9	20.0	
USGS	20060121	0121	20060121	0352	WS	99220		00600467	CG-S51	040871476	9	13000	
USGS	20060121	0121	20060121	0352	WS	99904		00600467	CG-S51	040871476	9	.48	
USGS	20060130	0657	20060130	1028	WS	00028		00600490	CG-COD	040871476	9	85543	
USGS	20060130	0657	20060130	1028	WS	00335		00600490	CG-COD	040871476	9	1600	
USGS	20060130	0657	20060130	1028	WS	82398		00600490	CG-COD	040871476	9	50	
USGS	20060130	0657	20060130	1028	WS	99904		00600490	CG-COD	040871476	9	1.9	
USGS	20060130	1505	20060130	1821	WS	00028		00600491	CG-COD	040871476	9	85543	
USGS	20060130	1505	20060130	1821	WS	00335		00600491	CG-COD	040871476	9	1400	
USGS	20060130	1505	20060130	1821	WS	82398		00600491	CG-COD	040871476	9	50	
USGS	20060130	1505	20060130	1821	WS	99904		00600491	CG-COD	040871476	9	.80	
USGS	20060130	1039	20060130	1351	WS	00028		00600492	CG-COD	040871476	9	85543	
USGS	20060130	1039	20060130	1351	WS	00335		00600492	CG-COD	040871476	9	1100	
USGS	20060130	1039	20060130	1351	WS	82398		00600492	CG-COD	040871476	9	50	
USGS	20060130	1039	20060130	1351	WS	99904		00600492	CG-COD	040871476	9	1.8	
USGS	20060216	0529	20060216	1746	WS	00028		00600502	CG-S53	040871476	9	85543	
USGS	20060216	0529	20060216	1746	WS	00310		00600502	CG-S53	040871476	9	2190	
USGS	20060216	0529	20060216	1746	WS	00335		00600502	CG-S53	040871476	9	4200	
USGS	20060216	0529	20060216	1746	WS	00403		00600502	CG-S53	040871476	9	6.8	
USGS	20060216	0529	20060216	1746	WS	00417		00600502	CG-S53	040871476	9	164	
USGS	20060216	0529	20060216	1746	WS	00605		00600502	CG-S53	040871476	9	1.5	
USGS	20060216	0529	20060216	1746	WS	00608		00600502	CG-S53	040871476	9	.548	
USGS	20060216	0529	20060216	1746	WS	00625		00600502	CG-S53	040871476	9	2.1	
USGS	20060216	0529	20060216	1746	WS	00923		00600502	CG-S53	040871476	9	540	
USGS	20060216	0529	20060216	1746	WS	00939		00600502	CG-S53	040871476	9	86.0	
USGS	20060216	0529	20060216	1746	WS	61944		00600502	CG-S53	040871476	9	150	
USGS	20060216	0529	20060216	1746	WS	63120		00600502	CG-S53	040871476	9	1200	
USGS	20060216	0529	20060216	1746	WS	65239		00600502	CG-S53	040871476	9	16.0	
USGS	20060216	0529	20060216	1746	WS	65240		00600502	CG-S53	040871476	9	130	
USGS	20060216	0529	20060216	1746	WS	71846		00600502	CG-S53	040871476	9	.706	
USGS	20060216	0529	20060216	1746	WS	82398		00600502	CG-S53	040871476	9	50	
USGS	20060216	0529	20060216	1746	WS	90095		00600502	CG-S53	040871476	9	3020	
USGS	20060216	0529	20060216	1746	WS	91075	<	00600502	CG-S53	040871476	9	18.0	
USGS	20060216	0529	20060216	1746	WS	91080		00600502	CG-S53	040871476	9	2000	
USGS	20060216	0529	20060216	1746	WS	99220		00600502	CG-S53	040871476	9	850	
USGS	20060216	0529	20060216	1746	WS	99904		00600502	CG-S53	040871476	9	11	
USGS	20060307	1328	20060309	0221	WS	00028		00600669	CG-S55	040871476	9	85543	
USGS	20060307	1328	20060309	0221	WS	00310	>	00600669	CG-S55	040871476	9	939	
USGS	20060307	1328	20060309	0221	WS	00335		00600669	CG-S55	040871476	9	2000	
USGS	20060307	1328	20060309	0221	WS	00403		00600669	CG-S55	040871476	9	7.2	
USGS	20060307	1328	20060309	0221	WS	00417		00600669	CG-S55	040871476	9	142	
USGS	20060307	1328	20060309	0221	WS	00605		00600669	CG-S55	040871476	9	3.5	
USGS	20060307	1328	20060309	0221	WS	00608		00600669	CG-S55	040871476	9	.085	
USGS	20060307	1328	20060309	0221	WS	00625		00600669	CG-S55	040871476	9	3.6	
USGS	20060307	1328	20060309	0221	WS	00688	<	00600669	CG-S55	040871476	9	.12	.12
USGS	20060307	1328	20060309	0221	WS	00689		00600669	CG-S55	040871476	9	24.0	.12
USGS	20060307	1328	20060309	0221	WS	00694		00600669	CG-S55	040871476	9	24.0	.12
USGS	20060307	1328	20060309	0221	WS	00923		00600669	CG-S55	040871476	9	16	
USGS	20060307	1328	20060309	0221	WS	00939		00600669	CG-S55	040871476	9	91.0	
USGS	20060307	1328	20060309	0221	WS	49570		00600669	CG-S55	040871476	9	1.60	.022
USGS	20060307	1328	20060309	0221	WS	61944		00600669	CG-S55	040871476	9	80	
USGS	20060307	1328	20060309	0221	WS	63120		00600669	CG-S55	040871476	9	340	
USGS	20060307	1328	20060309	0221	WS	65239		00600669	CG-S55	040871476	9	7.4	
USGS	20060307	1328	20060309	0221	WS	65240		00600669	CG-S55	040871476	9	110	
USGS	20060307	1328	20060309	0221	WS	71846		00600669	CG-S55	040871476	9	.109	
USGS	20060307	1328	20060309	0221	WS	82398		00600669	CG-S55	040871476	9	50	
USGS	20060307	1328	20060309	0221	WS	90095		00600669	CG-S55	040871476	9	415	
USGS	20060307	1328	20060309	0221	WS	90861		00600669	CG-S55	040871476	9	.067	
USGS	20060307	1328	20060309	0221	WS	91075	<	00600669	CG-S55	040871476	9	18.0	
USGS	20060307	1328	20060309	0221	WS	91080		00600669	CG-S55	040871476	9	850	
USGS	20060307	1328	20060309	0221	WS	99220		00600669	CG-S55	040871476	9	6.3	
USGS	20060307	1328	20060309	0221	WS	99904		00600669	CG-S55	040871476	9	73	
USGS	20060306	0100	20060306	1415	WS	00028		00600824	CG-S54	040871476	9	85543	
USGS	20060306	0100	20060306	1415	WS	00310		00600824	CG-S54	040871476	9	2700	
USGS	20060306	0100	20060306	1415	WS	00335		00600824	CG-S54	040871476	9	3300	
USGS	20060306	0100	20060306	1415	WS	00403		00600824	CG-S54	040871476	9	7.1	
USGS	20060306	0100	20060306	1415	WS	00417		00600824	CG-S54	040871476	9	213	
USGS	20060306	0100	20060306	1415	WS	00605		00600824	CG-S54	040871476	9	2.0	
USGS	20060306	0100	20060306	1415	WS	00608		00600824	CG-S54	040871476	9	.565	
USGS	20060306	0100	20060306	1415	WS	00625		00600824	CG-S54	040871476	9	2.5	
USGS	20060306	0100	20060306	1415	WS	00923		00600824	CG-S54	040871476	9	260	
USGS	20060306	0100	20060306	1415	WS	00939		00600824	CG-S54	040871476	9	126	
USGS	20060306	0100	20060306	1415	WS	61944		00600824	CG-S54	040871476	9	160	
USGS	20060306	0100	20060306	1415	WS	63120		00600824	CG-S54	040871476	9	1260	
USGS	20060306	0100	20060306	1415	WS	65239		00600824	CG-S54	040871476	9	75.0	
USGS	20060306	0100	20060306	1415	WS	65240		00600824	CG-S54	040871476	9	140	
USGS	20060306	0100	20060306	1415	WS	71846		00600824	CG-S54	040871476	9	.728	
USGS	20060306	0100	20060306	1415	WS	82398		00600824	CG-S54	040871476	9	50	
USGS	20060306	0100	20060306	1415	WS	90095		00600824	CG-S54	040871476	9	1690	
USGS	20060306	0100	20060306	1415	WS	91075	<	00600824	CG-S54	040871476	9	18.0	
USGS	20060306	0100	20060306	1415	WS	91080		00600824	CG-S54	040871476	9	1700	
USGS	20060306	0100	20060306	1415	WS	99220		00600824	CG-S54	040871476	9	320	
USGS	20060306	0100	20060306	1415	WS	99904		00600824	CG-S54	040871476	9	14	
USGS	20060308	2124	20060309	0014	WS	00028		00600825	CG-S55A	040871476	9	85543	
USGS	20060308	2124	20060309	0014	WS	00335		00600825	CG-S55A	040871476	9	510	
USGS	20060308	2124	20060309	0014	WS	82398		00600825	CG-S55A	040871476	9	50	
USGS	20060308	2124	20060309	0014	WS	99904		00600825	CG-S55A	040871476	9	42	
USGS	20060307	1321	20060308	2116	WS	00028		00600826	CG-S54D	040871476	9	85543	
USGS	20060307	1321	20060308	2116	WS	00335		00600826	CG-S54D	040871476	9	4800	
USGS	20060307	1321	20060308	2116	WS	82398		00600826	CG-S54D	040871476	9	50	
USGS	20060307	1321	20060308	2116	WS	99904		00600826	CG-S54D	040871476	9	25	
USGS	20060306	1212	20060306	1408	WS	00028		00600827	CG-S54C	040871476	9	85543	
USGS	20060306	1212	20060306	1408	WS	00335		00600827	CG-S54C	040871476	9	2200	
USGS	20060306	1212	20060306	1408	WS	82398		00600827	CG-S54C	040871476	9	50	
USGS	20060306	1212	20060306	1408	WS	99904		00600827	CG-S54C	040871476	9	9.1	
USGS	20060306	1042	20060306	1203	WS	00028		00600828	CG-S54B	040871476	9	85543	
USGS	20060306	1042	20060306	1203	WS	00335		00600828	CG-S54B	040871476	9	11000	
USGS	20060306	1042	20060306	1203	WS	82398		00600828	CG-S54B	040871476	9	50	
USGS	20060306	1042	20060306	1203	WS	99904		00600828	CG-S54B	040871476	9	1.7	
USGS	20060306	0544	20060306	1012	WS	00028		00600829	CG-S54A	040871476	9	85543	
USGS	20060306	0544	20060306	1012	WS	00335		00600829	CG-S54A	040871476	9	4800	
USGS	20060306	0544	20060306	1012	WS	82398		00600829	CG-S54A	040871476	9	50	
USGS	20060306	0544	20060306	1012	WS	99904		00600829	CG-S54A	040871476	9	1.1	
USGS	20060306	0052	20060306	0510	WS	00028		00600830	CG-COD	040871476	9	85543	
USGS	20060306	0052	20060306	0510	WS	00335		00600830	CG-COD	040871476	9	5900	
USGS	20060306	0052	20060306	0510	WS	82398		00600830	CG-COD	040871476	9	50	
USGS	20060306	0052	20060306	0510	WS	99904		00600830	CG-COD	040871476	9	1.1	
USGS	20060308	1300			WS	00028		00601002	CG-S55G	040871476	9	85543	
USGS	20060308	1300			WS	00061		00601002	CG-S55G	040871476	9	.38	
USGS	20060308	1300			WS	00552		00601002	CG-S55G	040871476	9	12.1	
USGS	20060308	1300			WS	30209		00601002	CG-S55G	040871476	9	.01	
USGS	20060308	1300			WS	82398		00601002	CG-S55G	040871476	9	70	
USGS	20061201	0333	20061201	2211	WS	00028		00700485	CG-S56	040871476	9	85543	
USGS	20061201	0333	20061201	2211	WS	00310		00700485	CG-S56	040871476	9	8.2	
USGS	20061201	0333	20061201	2211	WS	00335		00700485	CG-S56	040871476	9	51	
USGS	20061201	0333	20061201	2211	WS	00403		00700485	CG-S56	040871476	9	8.0	
USGS	20061201	0333	20061201	2211	WS	00417		00700485	CG-S56	040871476	9	287	
USGS	20061201	0333	20061201	2211	WS	00605		00700485	CG-S56	040871476	9	.57	
USGS	20061201	0333	20061201	2211	WS	00608		00700485	CG-S56	040871476	9	.460	
USGS	20061201	0333	20061201	2211	WS	00625		00700485	CG-S56	040871476	9	1.0	
USGS	20061201	0333	20061201	2211	WS	00923		00700485	CG-S56	040871476	9	1200	
USGS	20061201	0333	20061201	2211	WS	00939		00700485	CG-S56	040871476	9	32.8	
USGS	20061201	0333	20061201	2211	WS	61944		00700485	CG-S56	040871476	9	74	
USGS	20061201	0333	20061201	2211	WS	63120		00700485	CG-S56	040871476	9	31	
USGS	20061201	0333	20061201	2211	WS	65239	<	00700485	CG-S56	040871476	9	2.5	
USGS	20061201	0333	20061201	2211	WS	65240		00700485	CG-S56	040871476	9	6.3	
USGS	20061201	0333	20061201	2211	WS	71846		00700485	CG-S56	040871476	9	.592	
USGS	20061201	0333	20061201	2211	WS	82398		00700485	CG-S56	040871476	9	50	
USGS	20061201	0333	20061201	2211	WS	90095		00700485	CG-S56	040871476	9	6230	
USGS	20061201	0333	20061201	2211	WS	91075	<	00700485	CG-S56	040871476	9	18.0	
USGS	20061201	0333	20061201	2211	WS	91080	<	00700485	CG-S56	040871476	9	18.0	
USGS	20061201	0333	20061201	2211	WS	99220		00700485	CG-S56	040871476	9	1800	
USGS	20061201	0333	20061201	2211	WS	99904		00700485	CG-S56	040871476	9	.66	
USGS	20061201	0333	20061201	2211	WS	99923		00700485	CG-S56	040871476	9	.870	
USGS	20070114	2115	20070115	1013	WS	00028		00700746	CG-S57	040871476	9	85543	
USGS	20070114	2115	20070115	1013	WS	00310		00700746	CG-S57	040871476	9	1040	
USGS	20070114	2115	20070115	1013	WS	00335		00700746	CG-S57	040871476	9	1500	
USGS	20070114	2115	20070115	1013	WS	00403		00700746	CG-S57	040871476	9	7.7	
USGS	20070114	2115	20070115	1013	WS	00417		00700746	CG-S57	040871476	9	398	
USGS	20070114	2115	20070115	1013	WS	00530		00700746	CG-S57	040871476	9	19	
USGS	20070114	2115	20070115	1013	WS	00605		00700746	CG-S57	040871476	9	.77	
USGS	20070114	2115	20070115	1013	WS	00608		00700746	CG-S57	040871476	9	1.51	
USGS	20070114	2115	20070115	1013	WS	00625		00700746	CG-S57	040871476	9	2.3	
USGS	20070114	2115	20070115	1013	WS	00923		00700746	CG-S57	040871476	9	19000	
USGS	20070114	2115	20070115	1013	WS	00939		00700746	CG-S57	040871476	9	395	
USGS	20070114	2115	20070115	1013	WS	61944		00700746	CG-S57	040871476	9	110	
USGS	20070114	2115	20070115	1013	WS	63120		00700746	CG-S57	040871476	9	100	
USGS	20070114	2115	20070115	1013	WS	65239	<	00700746	CG-S57	040871476	9	2.5	
USGS	20070114	2115	20070115	1013	WS	65240		00700746	CG-S57	040871476	9	550	
USGS	20070114	2115	20070115	1013	WS	71846		00700746	CG-S57	040871476	9	1.94	
USGS	20070114	2115	20070115	1013	WS	82398		00700746	CG-S57	040871476	9	50	
USGS	20070114	2115	20070115	1013	WS	90095		00700746	CG-S57	040871476	9	68300	
USGS	20070114	2115	20070115	1013	WS	91075	<	00700746	CG-S57	040871476	9	18.0	
USGS	20070114	2115	20070115	1013	WS	91080		00700746	CG-S57	040871476	9	330	
USGS	20070114	2115	20070115	1013	WS	99220		00700746	CG-S57	040871476	9	29000	
USGS	20070114	2115	20070115	1013	WS	99904		00700746	CG-S57	040871476	9	.26	
USGS	20070114	2115	20070115	1013	WS	99923		00700746	CG-S57	040871476	9	1.800	
USGS	20070115	0705			WS	00028		00700749	CG-S57G	040871476	9	85543	
USGS	20070115	0705			WS	00061		00700749	CG-S57G	040871476	9	.01	
USGS	20070115	0705			WS	00552		00700749	CG-S57G	040871476	9	5.70	
USGS	20070115	0705			WS	30209		00700749	CG-S57G	040871476	9	.00	
USGS	20070115	0705			WS	82398		00700749	CG-S57G	040871476	9	70	
USGS	20070121	1802	20070122	0619	WS	00028		00700773	CG-S58	040871476	9	85543	
USGS	20070121	1802	20070122	0619	WS	00310		00700773	CG-S58	040871476	9	221	
USGS	20070121	1802	20070122	0619	WS	00335		00700773	CG-S58	040871476	9	340	
USGS	20070121	1802	20070122	0619	WS	00403		00700773	CG-S58	040871476	9	7.2	
USGS	20070121	1802	20070122	0619	WS	00417		00700773	CG-S58	040871476	9	160	
USGS	20070121	1802	20070122	0619	WS	00530		00700773	CG-S58	040871476	9	17	
USGS	20070121	1802	20070122	0619	WS	00923		00700773	CG-S58	040871476	9	14000	
USGS	20070121	1802	20070122	0619	WS	00939		00700773	CG-S58	040871476	9	56.2	
USGS	20070121	1802	20070122	0619	WS	65239	<	00700773	CG-S58	040871476	9	2.5	
USGS	20070121	1802	20070122	0619	WS	65240		00700773	CG-S58	040871476	9	14.0	
USGS	20070121	1802	20070122	0619	WS	82398		00700773	CG-S58	040871476	9	50	
USGS	20070121	1802	20070122	0619	WS	90095		00700773	CG-S58	040871476	9	54000	
USGS	20070121	1802	20070122	0619	WS	91075	<	00700773	CG-S58	040871476	9	18.0	
USGS	20070121	1802	20070122	0619	WS	91080		00700773	CG-S58	040871476	9	35.0	
USGS	20070121	1802	20070122	0619	WS	99220		00700773	CG-S58	040871476	9	23000	
USGS	20070121	1802	20070122	0619	WS	99904		00700773	CG-S58	040871476	9	.64	
USGS	20070301	2117	20070302	0829	WS	00028		00701220	CG-COD-60B	040871476	9	85543	
USGS	20070301	2117	20070302	0829	WS	00335		00701220	CG-COD-60B	040871476	9	2600	
USGS	20070301	2117	20070302	0829	WS	82398		00701220	CG-COD-60B	040871476	9	50	
USGS	20070301	2117	20070302	0829	WS	99904		00701220	CG-COD-60B	040871476	9	4.3	
USGS	20070223	2348	20070225	2018	WS	00028		00701558	CG-S59	040871476	9	85543	
USGS	20070223	2348	20070225	2018	WS	00310		00701558	CG-S59	040871476	9	1420	
USGS	20070223	2348	20070225	2018	WS	00335		00701558	CG-S59	040871476	9	2400	
USGS	20070223	2348	20070225	2018	WS	00403		00701558	CG-S59	040871476	9	7.1	
USGS	20070223	2348	20070225	2018	WS	00417		00701558	CG-S59	040871476	9	317	
USGS	20070223	2348	20070225	2018	WS	00605		00701558	CG-S59	040871476	9	1.2	
USGS	20070223	2348	20070225	2018	WS	00608		00701558	CG-S59	040871476	9	.163	
USGS	20070223	2348	20070225	2018	WS	00625		00701558	CG-S59	040871476	9	1.4	
USGS	20070223	2348	20070225	2018	WS	00923		00701558	CG-S59	040871476	9	3000	
USGS	20070223	2348	20070225	2018	WS	00939		00701558	CG-S59	040871476	9	119	
USGS	20070223	2348	20070225	2018	WS	61944		00701558	CG-S59	040871476	9	44	
USGS	20070223	2348	20070225	2018	WS	63120		00701558	CG-S59	040871476	9	55	
USGS	20070223	2348	20070225	2018	WS	65239		00701558	CG-S59	040871476	9	210	
USGS	20070223	2348	20070225	2018	WS	65240		00701558	CG-S59	040871476	9	140	
USGS	20070223	2348	20070225	2018	WS	71846		00701558	CG-S59	040871476	9	.210	
USGS	20070223	2348	20070225	2018	WS	82398		00701558	CG-S59	040871476	9	50	
USGS	20070223	2348	20070225	2018	WS	90095		00701558	CG-S59	040871476	9	13700	
USGS	20070223	2348	20070225	2018	WS	91075	<	00701558	CG-S59	040871476	9	18.0	
USGS	20070223	2348	20070225	2018	WS	91080		00701558	CG-S59	040871476	9	350	
USGS	20070223	2348	20070225	2018	WS	99220		00701558	CG-S59	040871476	9	4600	
USGS	20070223	2348	20070225	2018	WS	99904		00701558	CG-S59	040871476	9	7.3	
USGS	20070223	2348	20070225	2018	WS	99923		00701558	CG-S59	040871476	9	17.000	
USGS	20070301	0717	20070301	1536	WS	00028		00701565	CG-S60	040871476	9	85543	
USGS	20070301	0717	20070301	1536	WS	00310	>	00701565	CG-S60	040871476	9	3720	
USGS	20070301	0717	20070301	1536	WS	00335		00701565	CG-S60	040871476	9	8000	
USGS	20070301	0717	20070301	1536	WS	00403		00701565	CG-S60	040871476	9	7.3	
USGS	20070301	0717	20070301	1536	WS	00417		00701565	CG-S60	040871476	9	246	
USGS	20070301	0717	20070301	1536	WS	00923		00701565	CG-S60	040871476	9	130	
USGS	20070301	0717	20070301	1536	WS	00939		00701565	CG-S60	040871476	9	85.2	
USGS	20070301	0717	20070301	1536	WS	61944		00701565	CG-S60	040871476	9	100	
USGS	20070301	0717	20070301	1536	WS	63120		00701565	CG-S60	040871476	9	120	
USGS	20070301	0717	20070301	1536	WS	65239		00701565	CG-S60	040871476	9	110	
USGS	20070301	0717	20070301	1536	WS	65240		00701565	CG-S60	040871476	9	140	
USGS	20070301	0717	20070301	1536	WS	82398		00701565	CG-S60	040871476	9	50	
USGS	20070301	0717	20070301	1536	WS	90095		00701565	CG-S60	040871476	9	954	
USGS	20070301	0717	20070301	1536	WS	91075	<	00701565	CG-S60	040871476	9	18.0	
USGS	20070301	0717	20070301	1536	WS	91080		00701565	CG-S60	040871476	9	4700	
USGS	20070301	0717	20070301	1536	WS	99220		00701565	CG-S60	040871476	9	62	
USGS	20070301	0717	20070301	1536	WS	99904		00701565	CG-S60	040871476	9	14	
USGS	20070301	0717	20070301	1536	WS	99923		00701565	CG-S60	040871476	9	39.000	
USGS	20070411	1223	20070412	0237	WS	00028		00701573	CG-S61	040871476	9	85543	
USGS	20070411	1223	20070412	0237	WS	00310		00701573	CG-S61	040871476	9	3680	
USGS	20070411	1223	20070412	0237	WS	00335		00701573	CG-S61	040871476	9	6400	
USGS	20070411	1223	20070412	0237	WS	00403		00701573	CG-S61	040871476	9	6.9	
USGS	20070411	1223	20070412	0237	WS	00417		00701573	CG-S61	040871476	9	78	
USGS	20070411	1223	20070412	0237	WS	00530		00701573	CG-S61	040871476	9	37	
USGS	20070411	1223	20070412	0237	WS	00605		00701573	CG-S61	040871476	9	1.4	
USGS	20070411	1223	20070412	0237	WS	00608		00701573	CG-S61	040871476	9	.404	
USGS	20070411	1223	20070412	0237	WS	00625		00701573	CG-S61	040871476	9	1.8	
USGS	20070411	1223	20070412	0237	WS	00923		00701573	CG-S61	040871476	9	480	
USGS	20070411	1223	20070412	0237	WS	00939		00701573	CG-S61	040871476	9	20.6	
USGS	20070411	1223	20070412	0237	WS	61944		00701573	CG-S61	040871476	9	240	
USGS	20070411	1223	20070412	0237	WS	63120		00701573	CG-S61	040871476	9	250	
USGS	20070411	1223	20070412	0237	WS	65239	<	00701573	CG-S61	040871476	9	2.5	
USGS	20070411	1223	20070412	0237	WS	65240		00701573	CG-S61	040871476	9	19.0	
USGS	20070411	1223	20070412	0237	WS	71846		00701573	CG-S61	040871476	9	.520	
USGS	20070411	1223	20070412	0237	WS	82398		00701573	CG-S61	040871476	9	50	
USGS	20070411	1223	20070412	0237	WS	90095		00701573	CG-S61	040871476	9	2450	
USGS	20070411	1223	20070412	0237	WS	91075	<	00701573	CG-S61	040871476	9	18.0	
USGS	20070411	1223	20070412	0237	WS	91080		00701573	CG-S61	040871476	9	1900	
USGS	20070411	1223	20070412	0237	WS	99220		00701573	CG-S61	040871476	9	760	
USGS	20070411	1223	20070412	0237	WS	99904		00701573	CG-S61	040871476	9	25	
USGS	20070411	1223	20070412	0237	WS	99923		00701573	CG-S61	040871476	9	95.000	
USGS	20070412	1400			WS	00028		00701576	CG-S61G	040871476	9	85543	
USGS	20070412	1400			WS	00061		00701576	CG-S61G	040871476	9	.29	
USGS	20070412	1400			WS	00552	<	00701576	CG-S61G	040871476	9	1.90	
USGS	20070412	1400			WS	30209		00701576	CG-S61G	040871476	9	.01	
USGS	20070412	1400			WS	82398		00701576	CG-S61G	040871476	9	70	
USGS	20070412	0502	20070412	0945	WS	00028		00701580	CG--COD-61D	040871476	9	85543	
USGS	20070412	0502	20070412	0945	WS	00335		00701580	CG--COD-61D	040871476	9	33	
USGS	20070412	0502	20070412	0945	WS	82398		00701580	CG--COD-61D	040871476	9	50	
USGS	20070412	0502	20070412	0945	WS	99904		00701580	CG--COD-61D	040871476	9	3.5	
USGS	20070411	2109	20070412	0237	WS	00028		00701581	CG-COD-61C	040871476	9	85543	
USGS	20070411	2109	20070412	0237	WS	00335		00701581	CG-COD-61C	040871476	9	6800	
USGS	20070411	2109	20070412	0237	WS	82398		00701581	CG-COD-61C	040871476	9	50	
USGS	20070411	2109	20070412	0237	WS	99904		00701581	CG-COD-61C	040871476	9	18	
USGS	20070411	1812	20070411	2039	WS	00028		00701582	CG-COD-61B	040871476	9	85543	
USGS	20070411	1812	20070411	2039	WS	00335		00701582	CG-COD-61B	040871476	9	6300	
USGS	20070411	1812	20070411	2039	WS	82398		00701582	CG-COD-61B	040871476	9	50	
USGS	20070411	1812	20070411	2039	WS	99904		00701582	CG-COD-61B	040871476	9	3.5	
USGS	20070411	1223	20070411	1755	WS	00028		00701583	CG-COD-61A	040871476	9	85543	
USGS	20070411	1223	20070411	1755	WS	00335		00701583	CG-COD-61A	040871476	9	3800	
USGS	20070411	1223	20070411	1755	WS	82398		00701583	CG-COD-61A	040871476	9	50	
USGS	20070411	1223	20070411	1755	WS	99904		00701583	CG-COD-61A	040871476	9	.71	
USGS	20070925	1550	20070925	2317	WS	00310		00705930	CG-S62	040871476	9	10.8	
USGS	20070925	1550	20070925	2317	WS	00335		00705930	CG-S62	040871476	9	39	
USGS	20070925	1550	20070925	2317	WS	00403		00705930	CG-S62	040871476	9	7.6	
USGS	20070925	1550	20070925	2317	WS	00417		00705930	CG-S62	040871476	9	55	
USGS	20070925	1550	20070925	2317	WS	00530		00705930	CG-S62	040871476	9	25	
USGS	20070925	1550	20070925	2317	WS	00605		00705930	CG-S62	040871476	9	.64	
USGS	20070925	1550	20070925	2317	WS	00608		00705930	CG-S62	040871476	9	.287	
USGS	20070925	1550	20070925	2317	WS	00625		00705930	CG-S62	040871476	9	.93	
USGS	20070925	1550	20070925	2317	WS	00923		00705930	CG-S62	040871476	9	6.6	
USGS	20070925	1550	20070925	2317	WS	00939		00705930	CG-S62	040871476	9	13.7	
USGS	20070925	1550	20070925	2317	WS	61944	<	00705930	CG-S62	040871476	9	.25	
USGS	20070925	1550	20070925	2317	WS	63120		00705930	CG-S62	040871476	9	30	
USGS	20070925	1550	20070925	2317	WS	65239	<	00705930	CG-S62	040871476	9	2.5	
USGS	20070925	1550	20070925	2317	WS	65240	<	00705930	CG-S62	040871476	9	5.0	
USGS	20070925	1550	20070925	2317	WS	71846		00705930	CG-S62	040871476	9	.370	
USGS	20070925	1550	20070925	2317	WS	82398		00705930	CG-S62	040871476	9	50	
USGS	20070925	1550	20070925	2317	WS	90095		00705930	CG-S62	040871476	9	175	
USGS	20070925	1550	20070925	2317	WS	91075	<	00705930	CG-S62	040871476	9	18.0	
USGS	20070925	1550	20070925	2317	WS	91080	<	00705930	CG-S62	040871476	9	18.0	
USGS	20070925	1550	20070925	2317	WS	99220		00705930	CG-S62	040871476	9	2.7	
USGS	20070925	1550	20070925	2317	WS	99904		00705930	CG-S62	040871476	9	7.7	
USGS	20070925	1550	20070925	2317	WS	99923		00705930	CG-S62	040871476	9	.740	
USGS	20070926	1230			WS	00061		00705935	CG-S62G	040871476	9	.03	
USGS	20070926	1230			WS	00552		00705935	CG-S62G	040871476	9	3.40	
USGS	20070926	1230			WS	30209		00705935	CG-S62G	040871476	9	.00	
USGS	20070926	1230			WS	82398		00705935	CG-S62G	040871476	9	70	
USGS	20071201	2008	20071203	0541	WS	00310	>	00800297	CG-S63	040871476	9	476	
USGS	20071201	2008	20071203	0541	WS	00335		00800297	CG-S63	040871476	9	1000	
USGS	20071201	2008	20071203	0541	WS	00403		00800297	CG-S63	040871476	9	7.1	
USGS	20071201	2008	20071203	0541	WS	00417		00800297	CG-S63	040871476	9	124	
USGS	20071201	2008	20071203	0541	WS	00530		00800297	CG-S63	040871476	9	64	
USGS	20071201	2008	20071203	0541	WS	00605		00800297	CG-S63	040871476	9	1.0	
USGS	20071201	2008	20071203	0541	WS	00608		00800297	CG-S63	040871476	9	.290	
USGS	20071201	2008	20071203	0541	WS	00625		00800297	CG-S63	040871476	9	1.3	
USGS	20071201	2008	20071203	0541	WS	00923		00800297	CG-S63	040871476	9	87	
