STN---,WBAN , YEARMODA,   TEMP,  ,   DEWP,  ,  SLP  ,  ,  STP  ,  , VISIB,  ,  WDSP,  , MXSPD,  GUST,   MAX  ,  MIN  ,PRCP  ,SNDP , FRSHTT,
726400,14839, 19970519,   51.3,24,   45.3,24, 1006.1,21, 9999.9, 0,   5.3,24,   7.8,24,  20.0,  25.1,   59.0*,  42.8*, 0.06G,999.9, 100000,
726400,14839, 19970520,   50.4,24,   36.5,24, 1017.8,23, 9999.9, 0,   9.9,24,   8.0,24,  16.9,  20.0,   57.2*,  39.0*, 0.00G,999.9, 000000,
726400,14839, 19970521,   45.4,24,   36.6,24, 1026.1,24, 9999.9, 0,   9.9,24,   7.6,24,  11.1, 999.9,   55.0*,  39.0*, 0.00D,999.9, 000000,
726400,14839, 19970522,   46.0,24,   33.3,24, 1027.5,24, 9999.9, 0,   9.9,24,   5.1,24,  10.1, 999.9,   52.0*,  37.9*, 0.00D,999.9, 000000,
726400,14839, 19970523,   49.9,24,   37.8,24, 1023.9,24, 9999.9, 0,   9.8,24,   4.9,24,  10.1, 999.9,   60.1*,  42.1*, 0.00D,999.9, 000000,
726400,14839, 19970524,   56.4,24,   44.7,24, 1014.3,24, 9999.9, 0,   8.6,24,   6.4,24,  15.0, 999.9,   70.0*,  46.0*, 0.00D,999.9, 000000,
726400,14839, 19970525,   45.7,24,   44.5,24, 1012.2,23, 9999.9, 0,   5.8,24,  16.0,24,  25.1,  30.9,   48.2*,  44.1*, 0.04G,999.9, 000000,
726400,14839, 19970526,   45.3,24,   37.9,24, 1019.5,24, 9999.9, 0,   9.9,24,  13.9,24,  20.0, 999.9,   50.0*,  41.0*, 0.00G,999.9, 000000,
726400,14839, 19970527,   49.2,24,   36.5,24, 1024.8,24, 9999.9, 0,   9.9,24,  13.5,24,  17.1, 999.9,   59.0*,  42.1*, 0.00D,999.9, 000000,
726400,14839, 19970528,   51.5,24,   41.5,24, 1023.6,24, 9999.9, 0,   9.9,24,  10.6,24,  15.9, 999.9,   62.1*,  46.0*, 0.00D,999.9, 000000,
726400,14839, 19970529,   52.2,24,   50.8,24, 1015.1,20, 9999.9, 0,   3.5,24,  10.6,24,  18.1,  23.9,   62.6*,  48.0*, 0.44G,999.9, 110010,
726400,14839, 19970530,   57.7,23,   52.1,23, 1014.5,18, 9999.9, 0,   7.9,23,  10.3,23,  14.0,  19.0,   66.0*,  53.6*, 0.28G,999.9, 000000,
726400,14839, 19970531,   55.6,24,   50.9,24, 1017.3,21, 9999.9, 0,   7.0,24,   6.1,24,  14.0, 999.9,   62.1*,  48.2*, 0.00G,999.9, 000000,
726400,14839, 19970601,   54.7,24,   47.8,24, 1015.8,24, 9999.9, 0,   9.9,24,   8.2,24,  15.0, 999.9,   66.9*,  48.0*, 0.00D,999.9, 000000,
726400,14839, 19970602,   55.1,24,   45.1,24, 1014.1,24, 9999.9, 0,   9.9,24,  12.6,24,  17.1, 999.9,   63.0*,  51.1*, 0.00D,999.9, 000000,
726400,14839, 19970603,   54.9,24,   49.3,24, 1016.9,22, 9999.9, 0,   9.7,24,   8.6,24,  15.0, 999.9,   64.0*,  50.0*, 0.00D,999.9, 000000,
726400,14839, 19970604,   59.5,24,   44.9,24, 1017.8,24, 9999.9, 0,   9.9,24,   4.1,24,  11.1, 999.9,   71.1*,  46.0*, 0.00C,999.9, 000000,
726400,14839, 19970605,   61.0,24,   47.2,24, 1013.0,24, 9999.9, 0,   9.9,24,   5.4,24,  13.0, 999.9,   66.9*,  53.1*, 0.00D,999.9, 000000,
726400,14839, 19970606,   56.4,24,   53.5,24, 1010.7,16, 9999.9, 0,   7.6,24,   7.3,24,  15.9,  23.9,   62.1*,  50.0*, 0.31G,999.9, 100010,
726400,14839, 19970607,   55.1,24,   53.7,24, 1014.8,18, 9999.9, 0,   3.8,23,   5.6,24,  13.0, 999.9,   62.1*,  50.0*, 0.00G,999.9, 110000,
726400,14839, 19970608,   54.0,24,   48.6,24, 1020.4,23, 9999.9, 0,   8.5,24,   9.0,24,  15.0, 999.9,   63.0*,  46.9*, 0.00D,999.9, 100000,
726400,14839, 19970609,   59.2,24,   49.6,24, 1023.1,24, 9999.9, 0,   9.8,24,   7.1,24,  15.9, 999.9,   71.1*,  50.0*, 0.00D,999.9, 000000,
726400,14839, 19970610,   64.8,24,   50.4,24, 1023.1,24, 9999.9, 0,   9.5,24,   4.1,24,   8.0, 999.9,   75.9*,  53.1*, 0.00D,999.9, 000000,
726400,14839, 19970611,   65.6,24,   53.3,24, 1017.2,23, 9999.9, 0,   9.3,24,   4.2,24,  12.0, 999.9,   77.0*,  55.0*, 0.00D,999.9, 010010,
726400,14839, 19970612,   66.0,24,   61.3,24, 1007.4,24, 9999.9, 0,   4.5,24,   5.1,24,  10.1, 999.9,   73.0*,  59.0*, 0.12G,999.9, 000000,
726400,14839, 19970613,   64.4,24,   59.2,24, 1004.2,22, 9999.9, 0,   5.7,24,   6.7,24,  18.1,  21.0,   72.0*,  57.9*, 0.00G,999.9, 100000,
726400,14839, 19970614,   55.0,24,   45.4,24, 1014.4,24, 9999.9, 0,   9.9,24,  11.1,24,  15.9, 999.9,   61.0*,  46.9*, 0.00D,999.9, 000000,
726400,14839, 19970615,   62.2,24,   45.3,24, 1012.0,24, 9999.9, 0,   9.9,24,   8.9,24,  20.0, 999.9,   82.0*,  48.0*, 0.00D,999.9, 000000,
726400,14839, 19970616,   69.1,24,   60.7,24, 1001.0,19, 9999.9, 0,   8.1,24,  10.4,24,  17.1,  27.0,   81.0*,  55.4*, 1.66G,999.9, 010010,
726400,14839, 19970617,   53.9,24,   47.2,24, 1011.2,23, 9999.9, 0,   9.9,24,   7.2,24,  15.0, 999.9,   60.1*,  48.0*, 0.00G,999.9, 000000,
726400,14839, 19970618,   57.0,24,   51.3,24, 1009.7,24, 9999.9, 0,   8.9,24,   3.8,24,   8.9, 999.9,   71.1*,  48.9*, 0.00D,999.9, 000000,
726400,14839, 19970619,   58.9,24,   54.2,24, 1012.2,23, 9999.9, 0,   8.8,24,   4.9,24,   9.9, 999.9,   69.1*,  53.1*, 0.00D,999.9, 000000,
726400,14839, 19970620,   66.4,24,   62.7,24, 1007.4,20, 9999.9, 0,   5.5,24,   6.6,24,  15.0, 999.9,   86.0*,  53.6*, 0.00H,999.9, 010010,
726400,14839, 19970621,   67.7,24,   64.6,24, 1006.9,15, 9999.9, 0,   6.7,24,  11.5,24,  25.1,  47.0,   82.0*,  60.8*, 3.07G,999.9, 010010,
726400,14839, 19970622,   73.3,24,   66.2,24, 1014.1,24, 9999.9, 0,   9.2,24,   5.2,24,  11.1, 999.9,   81.0*,  68.0*, 2.17G,999.9, 000000,
726400,14839, 19970623,   76.7,24,   68.6,24, 1016.8,24, 9999.9, 0,   8.4,24,   6.6,24,  12.0, 999.9,   88.0*,  68.0*, 0.00G,999.9, 000000,
726400,14839, 19970624,   81.3,24,   70.5,24, 1014.2,24, 9999.9, 0,   8.4,24,   9.9,24,  32.1,  46.0,   90.0*,  73.0*, 0.00D,999.9, 010000,
726400,14839, 19970625,   75.7,24,   67.3,24, 1011.0,22, 9999.9, 0,   9.4,24,  11.4,24,  16.9,  21.0,   82.9*,  71.1*, 0.24G,999.9, 010010,
726400,14839, 19970626,   73.3,24,   56.3,24, 1015.9,23, 9999.9, 0,   9.9,24,   7.7,24,  12.0, 999.9,   80.1*,  64.9*, 0.00G,999.9, 000000,
726400,14839, 19970627,   71.1,24,   57.2,24, 1018.5,24, 9999.9, 0,   9.6,24,   5.9,24,  13.0, 999.9,   80.1*,  62.1*, 0.00D,999.9, 000000,
726400,14839, 19970628,   73.5,24,   58.7,24, 1016.1,24, 9999.9, 0,   9.8,24,   7.1,24,  13.0, 999.9,   80.1*,  66.0*, 0.00C,999.9, 000000,
726400,14839, 19970629,   74.3,24,   62.9,24, 1013.1,24, 9999.9, 0,   6.0,24,   6.8,24,  13.0, 999.9,   81.0*,  66.9*, 0.00D,999.9, 000000,
726400,14839, 19970630,   71.6,24,   65.8,24, 1011.1,20, 9999.9, 0,   4.6,24,   5.0,24,  14.0,  23.9,   77.0*,  66.2*, 0.41D,999.9, 010010,
726400,14839, 19970701,   70.8,24,   68.2,24, 1010.1,24, 9999.9, 0,   3.3,24,   3.9,24,   8.9, 999.9,   79.0*,  64.4*, 1.99G,999.9, 100000,
726400,14839, 19970702,   73.3,24,   65.4,24, 1003.1,20, 9999.9, 0,   6.2,24,  13.2,24,  22.0,  25.1,   82.9*,  66.2*, 1.15G,999.9, 110010,
726400,14839, 19970703,   66.8,24,   55.9,24, 1004.4,22, 9999.9, 0,   9.9,23,  15.0,23,  19.0,  25.1,   72.0*,  64.0*, 0.00G,999.9, 000000,
726400,14839, 19970704,   60.6,24,   51.7,24, 1011.6,22, 9999.9, 0,   9.9,24,   9.2,24,  17.1, 999.9,   66.9*,  55.0*, 0.00D,999.9, 010000,
726400,14839, 19970705,   64.8,24,   50.0,24, 1016.2,24, 9999.9, 0,   9.9,24,   6.4,24,  11.1, 999.9,   75.9*,  54.0*, 0.00D,999.9, 000000,
726400,14839, 19970706,   65.9,24,   56.0,24, 1014.3,23, 9999.9, 0,   9.6,24,   9.8,24,  17.1, 999.9,   73.0*,  57.2*, 0.32G,999.9, 000000,
726400,14839, 19970707,   58.4,24,   50.5,24, 1020.1,23, 9999.9, 0,   9.9,24,   5.7,24,  12.0, 999.9,   66.9*,  52.0*, 0.08G,999.9, 000000,
726400,14839, 19970708,   63.3,24,   57.8,24, 1014.7,21, 9999.9, 0,   8.4,24,   9.7,24,  18.1,  22.0,   79.0*,  59.0*, 0.11G,999.9, 010010,
726400,14839, 19970709,   58.1,24,   52.9,24, 1018.8,18, 9999.9, 0,  10.0,24,  11.2,24,  15.9,  21.0,   66.0*,  55.0*, 0.72G,999.9, 000000,
726400,14839, 19970710,   62.6,24,   51.0,24, 1022.7,24, 9999.9, 0,   9.9,24,   4.7,24,   8.9, 999.9,   72.0*,  53.1*, 0.00G,999.9, 000000,
726400,14839, 19970711,   65.6,24,   56.7,24, 1022.2,24, 9999.9, 0,   9.8,24,   6.0,24,  14.0, 999.9,   75.9*,  55.9*, 0.00D,999.9, 000000,
726400,14839, 19970712,   70.0,24,   61.9,24, 1020.0,24, 9999.9, 0,   7.5,24,   6.6,24,  14.0, 999.9,   81.0*,  60.1*, 0.00D,999.9, 000000,
726400,14839, 19970713,   78.2,24,   68.5,24, 1013.6,24, 9999.9, 0,   6.8,24,   8.7,24,  14.0, 999.9,   91.0*,  70.0*, 0.00D,999.9, 000000,
726400,14839, 19970714,   80.0,24,   69.7,24, 1009.2,22, 9999.9, 0,   9.5,24,   9.4,24,  21.0,  28.0,   87.1*,  70.0*, 0.06G,999.9, 010010,
726400,14839, 19970715,   77.2,24,   63.3,24, 1013.2,24, 9999.9, 0,   9.6,24,   8.3,24,  14.0, 999.9,   88.0*,  66.9*, 0.00G,999.9, 000000,
726400,14839, 19970716,   81.3,24,   66.3,24, 1014.4,24, 9999.9, 0,   9.9,24,   9.8,24,  17.1, 999.9,   91.9*,  72.0*, 0.00D,999.9, 000000,
726400,14839, 19970717,   76.7,24,   64.6,24, 1012.7,23, 9999.9, 0,   9.7,24,  11.8,24,  21.0,  27.0,   87.1*,  69.8*, 0.22G,999.9, 010010,
726400,14839, 19970718,   77.2,24,   70.1,24, 1012.4,24, 9999.9, 0,   9.5,24,   5.1,24,   8.9, 999.9,   84.0*,  72.0*, 0.00G,999.9, 000000,
726400,14839, 19970719,   66.0,24,   61.4,24, 1017.5,24, 9999.9, 0,   9.9,24,   8.2,24,  12.0, 999.9,   70.0*,  61.0*, 0.00D,999.9, 000000,
726400,14839, 19970720,   69.7,24,   64.9,24, 1017.1,22, 9999.9, 0,   9.6,24,   5.8,24,  12.0, 999.9,   84.0*,  61.0*, 0.04D,999.9, 010000,
726400,14839, 19970721,   69.8,24,   68.2,24, 1015.6,19, 9999.9, 0,   5.7,24,   6.6,24,  16.9,  23.9,   82.9*,  60.8*, 0.18G,999.9, 010010,
726400,14839, 19970722,   64.0,24,   62.1,24, 1019.2,24, 9999.9, 0,   8.5,24,  10.4,24,  14.0, 999.9,   68.0*,  60.8*, 0.12G,999.9, 000000,
726400,14839, 19970723,   66.0,24,   63.0,24, 1018.1,24, 9999.9, 0,   9.4,24,   7.6,24,  13.0, 999.9,   69.1*,  64.0*, 0.00G,999.9, 000000,
726400,14839, 19970724,   66.4,24,   60.5,24, 1018.8,24, 9999.9, 0,   9.4,24,   5.7,24,  10.1, 999.9,   75.0*,  59.0*, 0.00D,999.9, 000000,
726400,14839, 19970725,   71.0,24,   66.7,24, 1016.6,22, 9999.9, 0,   6.4,24,   5.4,24,  11.1, 999.9,   84.0*,  63.0*, 0.01D,999.9, 010000,
726400,14839, 19970726,   77.9,24,   75.9,24, 1009.7,19, 9999.9, 0,   3.6,24,   7.4,24,  25.1,  32.1,   82.9*,  71.6*, 0.05G,999.9, 010010,
726400,14839, 19970727,   73.5,24,   70.6,24, 1011.5,21, 9999.9, 0,   7.1,24,   4.6,24,  14.0, 999.9,   84.0*,  66.2*, 0.00G,999.9, 010010,
726400,14839, 19970728,   72.5,24,   67.9,24, 1015.1,21, 9999.9, 0,   8.7,24,   9.5,24,  18.1, 999.9,   80.1*,  68.0*, 0.06G,999.9, 010000,
726400,14839, 19970729,   63.9,24,   53.6,24, 1023.7,24, 9999.9, 0,   9.9,24,  10.1,24,  15.9, 999.9,   69.1*,  55.9*, 0.00G,999.9, 000000,
726400,14839, 19970730,   64.4,24,   54.4,24, 1027.6,24, 9999.9, 0,   9.7,24,   7.2,24,  13.0, 999.9,   72.0*,  55.0*, 0.00D,999.9, 000000,
726400,14839, 19970731,   67.0,24,   51.1,24, 1027.3,24, 9999.9, 0,   9.9,24,   3.8,24,  11.1, 999.9,   77.0*,  55.9*, 0.00D,999.9, 000000,
726400,14839, 19970801,   70.0,24,   58.6,24, 1021.3,24, 9999.9, 0,   9.9,24,   7.4,24,  11.1, 999.9,   78.1*,  64.9*, 0.00D,999.9, 000000,
726400,14839, 19970802,   77.0,24,   62.1,24, 1015.9,24, 9999.9, 0,   9.0,24,   8.0,24,  14.0, 999.9,   88.0*,  69.1*, 0.00D,999.9, 000000,
726400,14839, 19970803,   75.9,24,   63.4,24, 1015.9,24, 9999.9, 0,   9.9,24,   5.8,24,   8.9, 999.9,   84.9*,  69.8*, 0.00D,999.9, 010010,
726400,14839, 19970804,   67.2,24,   63.0,24, 1016.7,22, 9999.9, 0,   8.1,24,   7.8,24,  15.0, 999.9,   72.0*,  62.1*, 0.36G,999.9, 010110,
726400,14839, 19970805,   63.2,24,   51.3,24, 1022.0,23, 9999.9, 0,   9.9,24,  11.0,24,  19.0, 999.9,   69.1*,  54.0*, 0.00G,999.9, 000000,
726400,14839, 19970806,   66.8,24,   51.0,24, 1021.4,21, 9999.9, 0,   9.9,24,   6.3,24,  11.1, 999.9,   80.6*,  60.1*, 0.00D,999.9, 000000,
726400,14839, 19970807,   68.6,24,   55.7,24, 1022.9,23, 9999.9, 0,   9.7,24,   6.5,24,  12.0, 999.9,   79.0*,  57.9*, 0.00D,999.9, 000000,
726400,14839, 19970808,   70.0,24,   57.9,24, 1020.7,24, 9999.9, 0,   9.5,24,   8.2,24,  14.0, 999.9,   78.1*,  61.0*, 0.00D,999.9, 000000,
726400,14839, 19970809,   69.6,24,   63.3,24, 1016.1,22, 9999.9, 0,   6.6,24,   7.3,24,  15.0, 999.9,   75.2*,  63.0*, 0.00D,999.9, 010000,
726400,14839, 19970810,   72.0,24,   66.8,24, 1015.6,20, 9999.9, 0,   6.7,24,   8.9,24,  13.0, 999.9,   79.0*,  68.0*, 0.02G,999.9, 000000,
726400,14839, 19970811,   64.2,24,   58.5,24, 1021.4,21, 9999.9, 0,   9.7,24,   8.1,24,  15.0, 999.9,   70.0*,  57.9*, 0.06G,999.9, 010000,
726400,14839, 19970812,   64.5,24,   63.0,24, 1018.3,20, 9999.9, 0,   6.8,24,   8.3,24,  14.0, 999.9,   69.1*,  61.0*, 0.35G,999.9, 010000,
726400,14839, 19970813,   63.9,24,   59.8,24, 1016.4,22, 9999.9, 0,   9.9,24,   7.8,24,  13.0, 999.9,   69.8*,  60.1*, 0.30G,999.9, 000000,
726400,14839, 19970814,   62.1,24,   54.8,24, 1015.4,24, 9999.9, 0,   9.7,24,   6.6,24,  14.0, 999.9,   69.1*,  54.0*, 0.00G,999.9, 000000,
726400,14839, 19970815,   71.9,24,   64.9,24, 1002.2,20, 9999.9, 0,   8.4,24,  11.3,24,  25.1, 999.9,   81.0*,  66.0*, 0.20G,999.9, 010010,
726400,14839, 19970816,   75.3,24,   69.5,24, 1005.2,24, 9999.9, 0,   9.9,24,   9.4,24,  13.0, 999.9,   82.0*,  71.1*, 0.06G,999.9, 000000,
726400,14839, 19970817,   64.3,24,   63.1,24, 1013.1,18, 9999.9, 0,   8.3,24,   9.6,24,  13.0, 999.9,   71.1*,  60.8*, 0.01G,999.9, 010000,
726400,14839, 19970818,   60.8,24,   55.3,24, 1020.9,19, 9999.9, 0,   9.3,23,   8.8,24,  15.0,  19.0,   64.9*,  57.2*, 0.30G,999.9, 010000,
726400,14839, 19970819,   61.3,24,   57.2,24, 1019.7,24, 9999.9, 0,   9.9,24,   4.6,24,   8.0, 999.9,   66.0*,  55.0*, 0.00G,999.9, 000000,
726400,14839, 19970820,   64.3,24,   62.2,24, 1012.7,18, 9999.9, 0,   6.9,24,   4.5,24,  12.0,  16.9,   66.9*,  62.6*, 0.08C,999.9, 010000,
726400,14839, 19970821,   61.0,24,   55.9,24, 1013.9,19, 9999.9, 0,  10.0,24,  10.2,24,  15.0,  20.0,   66.9*,  55.4*, 0.18G,999.9, 000000,
726400,14839, 19970822,   61.5,24,   53.7,24, 1017.0,24, 9999.9, 0,   9.8,24,   7.4,24,  12.0, 999.9,   71.1*,  54.0*, 0.00G,999.9, 000000,
726400,14839, 19970823,   63.5,24,   54.3,24, 1019.5,24, 9999.9, 0,   9.9,24,   4.3,24,  10.1, 999.9,   73.9*,  54.0*, 0.00D,999.9, 000000,
726400,14839, 19970824,   64.8,24,   63.0,24, 1014.6,14, 9999.9, 0,   7.1,24,   8.5,24,  16.9,  22.0,   68.0*,  62.1*, 1.66G,999.9, 010010,
726400,14839, 19970825,   63.3,24,   60.7,24, 1018.1,21, 9999.9, 0,   8.5,24,   7.6,24,  14.0, 999.9,   66.0*,  62.1*, 0.00G,999.9, 000000,
726400,14839, 19970826,   65.0,24,   61.7,24, 1017.1,19, 9999.9, 0,   5.2,24,   4.5,24,   8.9, 999.9,   75.9*,  55.4*, 0.01G,999.9, 000000,
726400,14839, 19970827,   73.4,24,   66.8,24, 1014.1,19, 9999.9, 0,   6.1,24,   6.2,24,  12.0, 999.9,   84.0*,  66.0*, 0.00G,999.9, 000000,
726400,14839, 19970828,   67.5,24,   62.0,24, 1015.3,24, 9999.9, 0,   9.9,24,   8.6,24,  14.0, 999.9,   79.0*,  61.0*, 0.00D,999.9, 000000,
726400,14839, 19970829,   62.8,24,   57.0,24, 1017.3,21, 9999.9, 0,   9.9,24,   7.1,24,  11.1, 999.9,   66.2*,  60.1*, 0.00D,999.9, 000000,
726400,14839, 19970830,   64.0,24,   60.5,24, 1014.2,24, 9999.9, 0,   8.6,24,   6.5,24,  12.0, 999.9,   71.6*,  57.9*, 0.00D,999.9, 010000,
726400,14839, 19970831,   67.8,24,   65.3,24, 1014.4,21, 9999.9, 0,   6.1,24,   6.0,24,   8.0, 999.9,   73.9*,  62.6*, 0.13G,999.9, 000000,
726400,14839, 19970901,   64.7,24,   62.8,24, 1020.0,19, 9999.9, 0,   6.6,24,   3.9,24,  11.1, 999.9,   73.9*,  55.4*, 0.00G,999.9, 100000,
726400,14839, 19970902,   66.0,24,   61.9,24, 1021.5,20, 9999.9, 0,   8.7,24,  10.1,24,  19.0,  22.9,   71.1*,  62.1*, 0.00D,999.9, 010000,
726400,14839, 19970903,   58.3,24,   49.8,24, 1028.8,22, 9999.9, 0,   9.9,24,  12.9,24,  18.1, 999.9,   61.0*,  53.6*, 0.00D,999.9, 000000,
726400,14839, 19970904,   56.2,24,   47.4,24, 1027.1,24, 9999.9, 0,   9.9,24,   5.9,24,  10.1, 999.9,   64.0*,  46.9*, 0.00D,999.9, 000000,
726400,14839, 19970905,   57.2,24,   49.6,24, 1019.8,24, 9999.9, 0,   9.9,24,   8.1,24,  13.0, 999.9,   64.9*,  48.9*, 0.00D,999.9, 000000,
726400,14839, 19970906,   68.8,24,   58.2,24, 1012.4,24, 9999.9, 0,   9.9,24,  10.5,24,  13.0, 999.9,   82.0*,  61.0*, 0.00D,999.9, 000000,
726400,14839, 19970907,   64.6,24,   61.0,24, 1016.1,19, 9999.9, 0,  10.0,24,   7.6,24,  10.1, 999.9,   75.9*,  62.1*, 0.00D,999.9, 000000,
726400,14839, 19970908,   62.4,24,   61.3,24, 1015.9,18, 9999.9, 0,   7.3,24,   6.9,24,  11.1, 999.9,   64.9*,  60.1*, 0.05G,999.9, 010000,
726400,14839, 19970909,   60.8,24,   59.2,24, 1011.9,18, 9999.9, 0,   6.1,24,   4.0,24,   8.0, 999.9,   66.2*,  53.1*, 0.00G,999.9, 000000,
726400,14839, 19970910,   60.7,24,   56.5,24, 1011.7,19, 9999.9, 0,   9.0,24,  10.3,24,  18.1, 999.9,   66.0*,  55.4*, 0.01G,999.9, 000000,
726400,14839, 19970911,   59.8,24,   54.0,24, 1014.2,24, 9999.9, 0,   9.9,24,   7.1,24,  11.1, 999.9,   66.0*,  53.1*, 0.00G,999.9, 000000,
726400,14839, 19970912,   60.3,24,   53.3,24, 1017.4,24, 9999.9, 0,   9.9,24,   5.1,24,   8.9, 999.9,   68.0*,  52.0*, 0.00D,999.9, 000000,
726400,14839, 19970913,   61.5,24,   56.7,24, 1019.9,24, 9999.9, 0,   8.9,24,   4.9,24,  11.1, 999.9,   72.0*,  51.8*, 0.00D,999.9, 000000,
726400,14839, 19970914,   67.0,24,   62.8,24, 1019.4,24, 9999.9, 0,   6.2,24,   4.6,24,   8.0, 999.9,   72.0*,  64.0*, 0.02G,999.9, 000000,
726400,14839, 19970915,   65.0,24,   61.2,24, 1018.4,22, 9999.9, 0,   5.1,24,   3.2,24,  10.1, 999.9,   73.0*,  57.0*, 0.00G,999.9, 000000,
726400,14839, 19970916,   69.2,24,   65.9,24, 1012.7,22, 9999.9, 0,   4.1,24,   6.2,24,  15.0, 999.9,   78.1*,  64.0*, 0.00D,999.9, 000000,
726400,14839, 19970917,   72.4,24,   60.1,24, 1007.6,20, 9999.9, 0,   8.6,24,  12.6,24,  28.9,  36.9,   79.0*,  64.9*, 1.10G,999.9, 010010,
726400,14839, 19970918,   67.8,24,   52.3,24, 1013.9,24, 9999.9, 0,   9.7,24,   8.9,24,  19.0, 999.9,   81.0*,  55.0*, 0.00G,999.9, 000000,
726400,14839, 19970919,   73.1,24,   64.3,24, 1007.3,20, 9999.9, 0,   7.6,24,  12.5,24,  18.1, 999.9,   80.1*,  64.4*, 0.09D,999.9, 010010,
726400,14839, 19970920,   57.6,24,   53.3,24, 1017.3,20, 9999.9, 0,   9.7,24,   8.6,24,  14.0,  20.0,   63.0*,  54.0*, 1.44G,999.9, 010000,
726400,14839, 19970921,   53.3,24,   46.5,24, 1026.9,24, 9999.9, 0,   9.9,24,   4.9,24,   7.0, 999.9,   62.1*,  46.0*, 0.00G,999.9, 000000,
726400,14839, 19970922,   54.6,24,   48.8,24, 1023.4,24, 9999.9, 0,   9.5,24,   5.1,24,  11.1, 999.9,   62.1*,  48.9*, 0.00D,999.9, 000000,
726400,14839, 19970923,   55.3,24,   51.6,24, 1022.6,19, 9999.9, 0,   8.9,24,   8.0,24,  15.0,  21.0,   60.8*,  52.0*, 0.29G,999.9, 010000,
726400,14839, 19970924,   54.5,24,   44.9,24, 1021.5,24, 9999.9, 0,   9.9,24,   6.5,24,  12.0, 999.9,   66.9*,  42.1*, 0.00G,999.9, 000000,
726400,14839, 19970925,   61.9,24,   50.6,24, 1007.7,24, 9999.9, 0,   9.9,24,  10.9,24,  15.0, 999.9,   77.0*,  55.0*, 0.00D,999.9, 000000,
726400,14839, 19970926,   58.0,24,   52.7,24, 1016.3,24, 9999.9, 0,   9.9,24,   6.6,24,  10.1, 999.9,   63.0*,  50.0*, 0.00D,999.9, 000000,
726400,14839, 19970927,   58.6,24,   54.4,24, 1014.5,24, 9999.9, 0,   9.4,24,   6.2,24,  11.1, 999.9,   68.0*,  51.1*, 0.00D,999.9, 000000,
726400,14839, 19970928,   63.3,24,   54.1,24, 1004.9,24, 9999.9, 0,   9.6,24,   9.1,24,  19.0, 999.9,   70.0*,  57.9*, 0.00D,999.9, 000000,
726400,14839, 19970929,   61.0,24,   44.9,24,  996.7,24, 9999.9, 0,   9.9,24,  13.7,24,  26.0, 999.9,   71.1*,  55.0*, 0.00C,999.9, 000000,
726400,14839, 19970930,   59.0,24,   48.4,24, 1003.8,24, 9999.9, 0,   9.8,24,  14.1,24,  21.0, 999.9,   63.0*,  54.0*, 0.00I,999.9, 000000,
726400,14839, 19971001,   49.8,24,   42.6,24, 1019.5,23, 9999.9, 0,   9.9,24,   7.8,24,  14.0,  19.0,   57.9*,  39.9*, 0.00I,999.9, 000000,
726400,14839, 19971002,   55.3,24,   46.6,24, 1014.8,24, 9999.9, 0,   9.9,24,   9.4,24,  15.9, 999.9,   75.9*,  44.1*, 0.00I,999.9, 000000,
726400,14839, 19971003,   69.5,24,   59.7,24, 1006.4,24, 9999.9, 0,   9.9,24,   7.7,24,  14.0, 999.9,   82.9*,  57.0*, 0.00I,999.9, 000000,
726400,14839, 19971004,   73.8,24,   57.3,24, 1007.2,23, 9999.9, 0,   9.9,24,  11.7,24,  18.1, 999.9,   77.0*,  68.0*, 0.00I,999.9, 000000,
726400,14839, 19971005,   66.8,24,   54.0,24, 1012.5,24, 9999.9, 0,   8.9,24,   8.8,24,  22.0, 999.9,   87.1*,  51.1*, 0.00I,999.9, 000000,
726400,14839, 19971006,   69.3,24,   57.4,24, 1015.7,24, 9999.9, 0,   9.4,24,   5.2,24,  13.0, 999.9,   82.0*,  55.0*, 0.00I,999.9, 000000,
726400,14839, 19971007,   71.8,24,   61.6,24, 1017.3,24, 9999.9, 0,   8.8,24,   7.8,24,  13.0, 999.9,   84.0*,  64.0*, 0.00I,999.9, 000000,
726400,14839, 19971008,   70.7,24,   62.0,24, 1017.1,24, 9999.9, 0,   6.8,24,   8.0,24,  11.1, 999.9,   80.1*,  64.9*, 0.00I,999.9, 000000,
726400,14839, 19971009,   68.8,24,   59.2,24, 1014.2,22, 9999.9, 0,   8.2,24,  13.9,24,  19.0,  23.9,   73.9*,  62.1*,99.99 ,999.9, 010000,
726400,14839, 19971010,   52.9,24,   44.1,24, 1026.7,24, 9999.9, 0,   9.9,24,   5.4,24,   8.0, 999.9,   60.1*,  45.0*, 0.00I,999.9, 000000,
726400,14839, 19971011,   55.6,24,   48.8,24, 1026.0,24, 9999.9, 0,   9.9,24,   6.5,24,  13.0, 999.9,   66.9*,  46.0*, 0.00I,999.9, 000000,
726400,14839, 19971012,   64.8,24,   54.7,24, 1014.7,24, 9999.9, 0,   9.7,24,  10.7,24,  14.0, 999.9,   71.1*,  61.0*, 0.00I,999.9, 000000,
726400,14839, 19971013,   61.9,24,   53.9,24, 1006.2,22, 9999.9, 0,   9.2,24,  15.4,24,  20.0,  28.9,   73.0*,  50.0*,99.99 ,999.9, 010000,
726400,14839, 19971014,   42.4,24,   30.3,24, 1019.5,24, 9999.9, 0,   9.9,24,  11.1,24,  17.1, 999.9,   50.0*,  36.0*, 0.00I,999.9, 000000,
